TKT,I1,P,Up
253,winner01.ai,1,5
268,winner04.ai,1,6
265,winner04.ai,1,6
323,winner05.ai,1,6
254,winner02.ai,1,6
13,nonwinner013.ai,1,7
26,nonwinner026.ai,1,7
300,winner05.ai,1,7
273,winner04.ai,1,7
93,nonwinner093.ai,1,8
130,nonwinner130.ai,1,8
300,winner05.ai,1,8
138,nonwinner138.ai,1,8
327,winner05.ai,1,9
90,nonwinner090.ai,1,9
116,nonwinner116.ai,1,9
117,nonwinner117.ai,1,9
127,nonwinner127.ai,1,10
42,nonwinner042.ai,1,10
296,winner05.ai,1,10
88,nonwinner088.ai,1,10
271,winner04.ai,1,11
50,nonwinner050.ai,1,11
131,nonwinner131.ai,1,11
333,winner05.ai,1,11
191,hold039.ai,1,12
261,winner03.ai,1,12
170,hold018.ai,1,12
109,nonwinner109.ai,1,12
41,nonwinner041.ai,1,13
94,nonwinner094.ai,1,13
22,nonwinner022.ai,1,13
113,nonwinner113.ai,1,13
275,winner04.ai,1,14
94,nonwinner094.ai,1,14
201,hold049.ai,1,14
65,nonwinner065.ai,1,14
230,hold078.ai,1,1
329,winner05.ai,1,1
316,winner05.ai,1,1
19,nonwinner019.ai,1,1
229,hold077.ai,1,2
129,nonwinner129.ai,1,2
140,nonwinner140.ai,1,2
257,winner03.ai,1,2
313,winner05.ai,1,3
278,winner04.ai,1,3
286,winner04.ai,1,3
104,nonwinner104.ai,1,3
214,hold062.ai,1,4
46,nonwinner046.ai,1,4
313,winner05.ai,1,4
204,hold052.ai,1,4
303,winner05.ai,1,5
198,hold046.ai,1,5
163,hold011.ai,1,5
266,winner04.ai,1,5
193,hold041.ai,1,6
228,hold076.ai,1,6
72,nonwinner072.ai,1,6
280,winner04.ai,1,6
217,hold065.ai,1,7
77,nonwinner077.ai,1,7
259,winner03.ai,1,7
305,winner05.ai,1,7
105,nonwinner105.ai,1,8
57,nonwinner057.ai,1,8
181,hold029.ai,1,8
147,nonwinner147.ai,1,8
250,hold098.ai,1,9
328,winner05.ai,1,9
149,nonwinner149.ai,1,9
43,nonwinner043.ai,1,9
266,winner04.ai,1,10
188,hold036.ai,1,10
256,winner02.ai,1,10
231,hold079.ai,1,10
201,hold049.ai,1,11
178,hold026.ai,1,11
157,hold005.ai,1,11
277,winner04.ai,1,11
3,nonwinner003.ai,1,12
37,nonwinner037.ai,1,12
205,hold053.ai,1,12
213,hold061.ai,1,12
267,winner04.ai,1,13
219,hold067.ai,1,13
271,winner04.ai,1,13
251,hold099.ai,1,13
232,hold080.ai,1,14
81,nonwinner081.ai,1,14
51,nonwinner051.ai,1,14
14,nonwinner014.ai,1,14
106,nonwinner106.ai,1,1
171,hold019.ai,1,1
125,nonwinner125.ai,1,1
94,nonwinner094.ai,1,1
158,hold006.ai,1,2
175,hold023.ai,1,2
182,hold030.ai,1,2
45,nonwinner045.ai,1,2
285,winner04.ai,1,3
16,nonwinner016.ai,1,3
149,nonwinner149.ai,1,3
257,winner03.ai,1,3
266,winner04.ai,1,4
333,winner05.ai,1,4
290,winner05.ai,1,4
318,winner05.ai,1,4
302,winner05.ai,1,5
147,nonwinner147.ai,1,5
21,nonwinner021.ai,1,5
133,nonwinner133.ai,1,5
188,hold036.ai,1,6
250,hold098.ai,1,6
331,winner05.ai,1,6
269,winner04.ai,1,6
43,nonwinner043.ai,1,7
3,nonwinner003.ai,1,7
269,winner04.ai,1,7
293,winner05.ai,1,7
125,nonwinner125.ai,1,8
180,hold028.ai,1,8
78,nonwinner078.ai,1,8
267,winner04.ai,1,8
10,nonwinner010.ai,1,9
197,hold045.ai,1,9
201,hold049.ai,1,9
273,winner04.ai,1,9
39,nonwinner039.ai,1,10
155,hold003.ai,1,10
324,winner05.ai,1,10
241,hold089.ai,1,10
289,winner05.ai,1,11
259,winner03.ai,1,11
34,nonwinner034.ai,1,11
85,nonwinner085.ai,1,11
271,winner04.ai,1,12
218,hold066.ai,1,12
212,hold060.ai,1,12
260,winner03.ai,1,12
263,winner04.ai,1,13
322,winner05.ai,1,13
180,hold028.ai,1,13
201,hold049.ai,1,13
179,hold027.ai,1,14
111,nonwinner111.ai,1,14
281,winner04.ai,1,14
72,nonwinner072.ai,1,14
235,hold083.ai,1,1
131,nonwinner131.ai,1,1
300,winner05.ai,1,1
211,hold059.ai,1,1
336,winner05.ai,1,2
312,winner05.ai,1,2
119,nonwinner119.ai,1,2
306,winner05.ai,1,2
183,hold031.ai,1,3
80,nonwinner080.ai,1,3
64,nonwinner064.ai,1,3
88,nonwinner088.ai,1,3
217,hold065.ai,1,4
274,winner04.ai,1,4
262,winner04.ai,1,4
278,winner04.ai,1,4
140,nonwinner140.ai,1,5
239,hold087.ai,1,5
280,winner04.ai,1,5
109,nonwinner109.ai,1,5
119,nonwinner119.ai,1,6
170,hold018.ai,1,6
321,winner05.ai,1,6
75,nonwinner075.ai,1,6
253,winner01.ai,1,7
332,winner05.ai,1,7
150,nonwinner150.ai,1,7
71,nonwinner071.ai,1,7
167,hold015.ai,1,8
325,winner05.ai,1,8
216,hold064.ai,1,8
110,nonwinner110.ai,1,8
60,nonwinner060.ai,1,9
237,hold085.ai,1,9
131,nonwinner131.ai,1,9
167,hold015.ai,1,9
262,winner04.ai,1,10
86,nonwinner086.ai,1,10
174,hold022.ai,1,10
136,nonwinner136.ai,1,10
159,hold007.ai,1,11
141,nonwinner141.ai,1,11
127,nonwinner127.ai,1,11
334,winner05.ai,1,11
33,nonwinner033.ai,1,12
286,winner04.ai,1,12
164,hold012.ai,1,12
290,winner05.ai,1,12
2,nonwinner002.ai,1,13
66,nonwinner066.ai,1,13
170,hold018.ai,1,13
142,nonwinner142.ai,1,13
85,nonwinner085.ai,1,14
26,nonwinner026.ai,1,14
100,nonwinner100.ai,1,14
243,hold091.ai,1,14
192,hold040.ai,1,1
205,hold053.ai,1,1
166,hold014.ai,1,1
44,nonwinner044.ai,1,1
27,nonwinner027.ai,1,2
160,hold008.ai,1,2
36,nonwinner036.ai,1,2
308,winner05.ai,1,2
159,hold007.ai,1,3
277,winner04.ai,1,3
301,winner05.ai,1,3
94,nonwinner094.ai,1,3
177,hold025.ai,1,4
158,hold006.ai,1,4
293,winner05.ai,1,4
110,nonwinner110.ai,1,4
64,nonwinner064.ai,1,5
169,hold017.ai,1,5
91,nonwinner091.ai,1,5
5,nonwinner005.ai,1,5
310,winner05.ai,1,6
222,hold070.ai,1,6
84,nonwinner084.ai,1,6
117,nonwinner117.ai,1,6
80,nonwinner080.ai,1,7
55,nonwinner055.ai,1,7
268,winner04.ai,1,7
72,nonwinner072.ai,1,7
26,nonwinner026.ai,1,8
148,nonwinner148.ai,1,8
59,nonwinner059.ai,1,8
301,winner05.ai,1,8
268,winner04.ai,1,9
294,winner05.ai,1,9
48,nonwinner048.ai,1,9
124,nonwinner124.ai,1,9
3,nonwinner003.ai,1,10
81,nonwinner081.ai,1,10
28,nonwinner028.ai,1,10
124,nonwinner124.ai,1,10
182,hold030.ai,1,11
193,hold041.ai,1,11
219,hold067.ai,1,11
160,hold008.ai,1,11
201,hold049.ai,1,12
169,hold017.ai,1,12
301,winner05.ai,1,12
115,nonwinner115.ai,1,12
72,nonwinner072.ai,1,13
313,winner05.ai,1,13
42,nonwinner042.ai,1,13
144,nonwinner144.ai,1,13
5,nonwinner005.ai,1,14
171,hold019.ai,1,14
121,nonwinner121.ai,1,14
63,nonwinner063.ai,1,14
149,nonwinner149.ai,1,1
210,hold058.ai,1,1
61,nonwinner061.ai,1,1
141,nonwinner141.ai,1,1
203,hold051.ai,1,2
232,hold080.ai,1,2
59,nonwinner059.ai,1,2
72,nonwinner072.ai,1,2
331,winner05.ai,1,3
270,winner04.ai,1,3
218,hold066.ai,1,3
256,winner02.ai,1,3
165,hold013.ai,1,4
108,nonwinner108.ai,1,4
51,nonwinner051.ai,1,4
238,hold086.ai,1,4
178,hold026.ai,1,5
202,hold050.ai,1,5
122,nonwinner122.ai,1,5
164,hold012.ai,1,5
141,nonwinner141.ai,1,6
69,nonwinner069.ai,1,6
28,nonwinner028.ai,1,6
63,nonwinner063.ai,1,6
210,hold058.ai,1,7
206,hold054.ai,1,7
334,winner05.ai,1,7
215,hold063.ai,1,7
259,winner03.ai,1,8
195,hold043.ai,1,8
235,hold083.ai,1,8
262,winner04.ai,1,8
73,nonwinner073.ai,1,9
180,hold028.ai,1,9
314,winner05.ai,1,9
86,nonwinner086.ai,1,9
269,winner04.ai,1,10
311,winner05.ai,1,10
190,hold038.ai,1,10
16,nonwinner016.ai,1,10
9,nonwinner009.ai,1,11
250,hold098.ai,1,11
215,hold063.ai,1,11
288,winner05.ai,1,11
137,nonwinner137.ai,1,12
93,nonwinner093.ai,1,12
57,nonwinner057.ai,1,12
136,nonwinner136.ai,1,12
50,nonwinner050.ai,1,13
312,winner05.ai,1,13
25,nonwinner025.ai,1,13
321,winner05.ai,1,13
167,hold015.ai,1,14
314,winner05.ai,1,14
157,hold005.ai,1,14
244,hold092.ai,1,14
250,hold098.ai,1,1
241,hold089.ai,1,1
115,nonwinner115.ai,1,1
174,hold022.ai,1,1
198,hold046.ai,1,2
262,winner04.ai,1,2
18,nonwinner018.ai,1,2
309,winner05.ai,1,2
194,hold042.ai,1,3
266,winner04.ai,1,3
25,nonwinner025.ai,1,3
18,nonwinner018.ai,1,3
72,nonwinner072.ai,1,4
200,hold048.ai,1,4
26,nonwinner026.ai,1,4
227,hold075.ai,1,4
268,winner04.ai,1,5
120,nonwinner120.ai,1,5
95,nonwinner095.ai,1,5
35,nonwinner035.ai,1,5
104,nonwinner104.ai,1,6
192,hold040.ai,1,6
327,winner05.ai,1,6
218,hold066.ai,1,6
297,winner05.ai,1,7
22,nonwinner022.ai,1,7
116,nonwinner116.ai,1,7
149,nonwinner149.ai,1,7
35,nonwinner035.ai,1,8
163,hold011.ai,1,8
47,nonwinner047.ai,1,8
331,winner05.ai,1,8
171,hold019.ai,1,9
229,hold077.ai,1,9
279,winner04.ai,1,9
8,nonwinner008.ai,1,9
295,winner05.ai,1,10
181,hold029.ai,1,10
320,winner05.ai,1,10
333,winner05.ai,1,10
319,winner05.ai,1,11
18,nonwinner018.ai,1,11
23,nonwinner023.ai,1,11
82,nonwinner082.ai,1,11
166,hold014.ai,1,12
156,hold004.ai,1,12
87,nonwinner087.ai,1,12
258,winner03.ai,1,12
320,winner05.ai,1,13
226,hold074.ai,1,13
51,nonwinner051.ai,1,13
336,winner05.ai,1,13
239,hold087.ai,1,14
1,nonwinner001.ai,1,14
9,nonwinner009.ai,1,14
219,hold067.ai,1,14
334,winner05.ai,1,1
89,nonwinner089.ai,1,1
321,winner05.ai,1,1
20,nonwinner020.ai,1,1
276,winner04.ai,1,2
240,hold088.ai,1,2
128,nonwinner128.ai,1,2
224,hold072.ai,1,2
157,hold005.ai,1,3
46,nonwinner046.ai,1,3
148,nonwinner148.ai,1,3
65,nonwinner065.ai,1,3
36,nonwinner036.ai,1,4
129,nonwinner129.ai,1,4
30,nonwinner030.ai,1,4
102,nonwinner102.ai,1,4
186,hold034.ai,1,5
267,winner04.ai,1,5
28,nonwinner028.ai,1,5
259,winner03.ai,1,5
240,hold088.ai,1,6
45,nonwinner045.ai,1,6
264,winner04.ai,1,6
43,nonwinner043.ai,1,6
209,hold057.ai,1,7
258,winner03.ai,1,7
140,nonwinner140.ai,1,7
6,nonwinner006.ai,1,7
318,winner05.ai,1,8
45,nonwinner045.ai,1,8
320,winner05.ai,1,8
113,nonwinner113.ai,1,8
283,winner04.ai,1,9
324,winner05.ai,1,9
105,nonwinner105.ai,1,9
301,winner05.ai,1,9
126,nonwinner126.ai,1,10
225,hold073.ai,1,10
185,hold033.ai,1,10
133,nonwinner133.ai,1,10
107,nonwinner107.ai,1,11
281,winner04.ai,1,11
20,nonwinner020.ai,1,11
145,nonwinner145.ai,1,11
208,hold056.ai,1,12
108,nonwinner108.ai,1,12
125,nonwinner125.ai,1,12
98,nonwinner098.ai,1,12
10,nonwinner010.ai,1,13
84,nonwinner084.ai,1,13
138,nonwinner138.ai,1,13
89,nonwinner089.ai,1,13
84,nonwinner084.ai,1,14
236,hold084.ai,1,14
217,hold065.ai,1,14
230,hold078.ai,1,14
285,winner04.ai,1,1
12,nonwinner012.ai,1,1
74,nonwinner074.ai,1,1
23,nonwinner023.ai,1,1
177,hold025.ai,1,2
107,nonwinner107.ai,1,2
64,nonwinner064.ai,1,2
197,hold045.ai,1,2
188,hold036.ai,1,3
138,nonwinner138.ai,1,3
59,nonwinner059.ai,1,3
208,hold056.ai,1,3
20,nonwinner020.ai,1,4
258,winner03.ai,1,4
48,nonwinner048.ai,1,4
44,nonwinner044.ai,1,4
160,hold008.ai,1,5
14,nonwinner014.ai,1,5
113,nonwinner113.ai,1,5
219,hold067.ai,1,5
65,nonwinner065.ai,1,6
153,hold001.ai,1,6
99,nonwinner099.ai,1,6
190,hold038.ai,1,6
127,nonwinner127.ai,1,7
197,hold045.ai,1,7
296,winner05.ai,1,7
54,nonwinner054.ai,1,7
7,nonwinner007.ai,1,8
213,hold061.ai,1,8
247,hold095.ai,1,8
260,winner03.ai,1,8
185,hold033.ai,1,9
302,winner05.ai,1,9
93,nonwinner093.ai,1,9
37,nonwinner037.ai,1,9
224,hold072.ai,1,10
137,nonwinner137.ai,1,10
12,nonwinner012.ai,1,10
32,nonwinner032.ai,1,10
73,nonwinner073.ai,1,11
211,hold059.ai,1,11
174,hold022.ai,1,11
89,nonwinner089.ai,1,11
334,winner05.ai,1,12
71,nonwinner071.ai,1,12
232,hold080.ai,1,12
197,hold045.ai,1,12
317,winner05.ai,1,13
103,nonwinner103.ai,1,13
194,hold042.ai,1,13
56,nonwinner056.ai,1,13
45,nonwinner045.ai,1,14
64,nonwinner064.ai,1,14
323,winner05.ai,1,14
148,nonwinner148.ai,1,14
86,nonwinner086.ai,1,1
186,hold034.ai,1,1
50,nonwinner050.ai,1,1
177,hold025.ai,1,1
78,nonwinner078.ai,1,2
26,nonwinner026.ai,1,2
314,winner05.ai,1,2
227,hold075.ai,1,2
120,nonwinner120.ai,1,3
288,winner05.ai,1,3
23,nonwinner023.ai,1,3
325,winner05.ai,1,3
208,hold056.ai,1,4
312,winner05.ai,1,4
33,nonwinner033.ai,1,4
196,hold044.ai,1,4
295,winner05.ai,1,5
117,nonwinner117.ai,1,5
329,winner05.ai,1,5
167,hold015.ai,1,5
288,winner05.ai,1,6
213,hold061.ai,1,6
96,nonwinner096.ai,1,6
302,winner05.ai,1,6
148,nonwinner148.ai,1,7
109,nonwinner109.ai,1,7
252,hold100.ai,1,7
10,nonwinner010.ai,1,7
273,winner04.ai,1,8
3,nonwinner003.ai,1,8
185,hold033.ai,1,8
28,nonwinner028.ai,1,8
320,winner05.ai,1,9
285,winner04.ai,1,9
275,winner04.ai,1,9
181,hold029.ai,1,9
172,hold020.ai,1,10
74,nonwinner074.ai,1,10
2,nonwinner002.ai,1,10
101,nonwinner101.ai,1,10
167,hold015.ai,1,11
309,winner05.ai,1,11
58,nonwinner058.ai,1,11
78,nonwinner078.ai,1,11
223,hold071.ai,1,12
36,nonwinner036.ai,1,12
168,hold016.ai,1,12
66,nonwinner066.ai,1,12
278,winner04.ai,1,13
310,winner05.ai,1,13
199,hold047.ai,1,13
159,hold007.ai,1,13
117,nonwinner117.ai,1,14
93,nonwinner093.ai,1,14
295,winner05.ai,1,14
302,winner05.ai,1,14
118,nonwinner118.ai,1,1
126,nonwinner126.ai,1,1
168,hold016.ai,1,1
221,hold069.ai,1,1
318,winner05.ai,1,2
93,nonwinner093.ai,1,2
146,nonwinner146.ai,1,2
260,winner03.ai,1,2
63,nonwinner063.ai,1,3
108,nonwinner108.ai,1,3
56,nonwinner056.ai,1,3
83,nonwinner083.ai,1,3
259,winner03.ai,1,4
211,hold059.ai,1,4
95,nonwinner095.ai,1,4
268,winner04.ai,1,4
24,nonwinner024.ai,1,5
17,nonwinner017.ai,1,5
201,hold049.ai,1,5
221,hold069.ai,1,5
8,nonwinner008.ai,1,6
139,nonwinner139.ai,1,6
279,winner04.ai,1,6
15,nonwinner015.ai,1,6
79,nonwinner079.ai,1,7
133,nonwinner133.ai,1,7
112,nonwinner112.ai,1,7
102,nonwinner102.ai,1,7
192,hold040.ai,1,8
97,nonwinner097.ai,1,8
27,nonwinner027.ai,1,8
133,nonwinner133.ai,1,8
19,nonwinner019.ai,1,9
173,hold021.ai,1,9
135,nonwinner135.ai,1,9
258,winner03.ai,1,9
138,nonwinner138.ai,1,10
275,winner04.ai,1,10
23,nonwinner023.ai,1,10
162,hold010.ai,1,10
198,hold046.ai,1,11
280,winner04.ai,1,11
67,nonwinner067.ai,1,11
325,winner05.ai,1,11
299,winner05.ai,1,12
326,winner05.ai,1,12
105,nonwinner105.ai,1,12
162,hold010.ai,1,12
202,hold050.ai,1,13
112,nonwinner112.ai,1,13
303,winner05.ai,1,13
294,winner05.ai,1,13
139,nonwinner139.ai,1,14
48,nonwinner048.ai,1,14
332,winner05.ai,1,14
265,winner04.ai,1,14
108,nonwinner108.ai,1,1
244,hold092.ai,1,1
259,winner03.ai,1,1
38,nonwinner038.ai,1,1
301,winner05.ai,1,2
73,nonwinner073.ai,1,2
218,hold066.ai,1,2
189,hold037.ai,1,2
152,nonwinner152.ai,1,3
263,winner04.ai,1,3
78,nonwinner078.ai,1,3
103,nonwinner103.ai,1,3
270,winner04.ai,1,4
194,hold042.ai,1,4
75,nonwinner075.ai,1,4
242,hold090.ai,1,4
242,hold090.ai,1,5
260,winner03.ai,1,5
153,hold001.ai,1,5
211,hold059.ai,1,5
304,winner05.ai,1,6
335,winner05.ai,1,6
294,winner05.ai,1,6
286,winner04.ai,1,6
212,hold060.ai,1,7
117,nonwinner117.ai,1,7
235,hold083.ai,1,7
327,winner05.ai,1,7
251,hold099.ai,1,8
158,hold006.ai,1,8
309,winner05.ai,1,8
56,nonwinner056.ai,1,8
214,hold062.ai,1,9
38,nonwinner038.ai,1,9
233,hold081.ai,1,9
336,winner05.ai,1,9
105,nonwinner105.ai,1,10
232,hold080.ai,1,10
46,nonwinner046.ai,1,10
87,nonwinner087.ai,1,10
129,nonwinner129.ai,1,11
120,nonwinner120.ai,1,11
16,nonwinner016.ai,1,11
97,nonwinner097.ai,1,11
26,nonwinner026.ai,1,12
96,nonwinner096.ai,1,12
257,winner03.ai,1,12
174,hold022.ai,1,12
28,nonwinner028.ai,1,13
12,nonwinner012.ai,1,13
285,winner04.ai,1,13
117,nonwinner117.ai,1,13
223,hold071.ai,1,14
200,hold048.ai,1,14
37,nonwinner037.ai,1,14
251,hold099.ai,1,14
63,nonwinner063.ai,1,1
253,winner01.ai,1,1
277,winner04.ai,1,1
260,winner03.ai,1,1
307,winner05.ai,1,2
193,hold041.ai,1,2
209,hold057.ai,1,2
205,hold053.ai,1,2
221,hold069.ai,1,3
129,nonwinner129.ai,1,3
95,nonwinner095.ai,1,3
173,hold021.ai,1,3
184,hold032.ai,1,4
132,nonwinner132.ai,1,4
240,hold088.ai,1,4
284,winner04.ai,1,4
224,hold072.ai,1,5
321,winner05.ai,1,5
230,hold078.ai,1,5
68,nonwinner068.ai,1,5
332,winner05.ai,1,6
210,hold058.ai,1,6
261,winner03.ai,1,6
152,nonwinner152.ai,1,6
218,hold066.ai,1,7
318,winner05.ai,1,7
195,hold043.ai,1,7
8,nonwinner008.ai,1,7
183,hold031.ai,1,8
23,nonwinner023.ai,1,8
177,hold025.ai,1,8
327,winner05.ai,1,8
13,nonwinner013.ai,1,9
287,winner05.ai,1,9
319,winner05.ai,1,9
334,winner05.ai,1,9
119,nonwinner119.ai,1,10
165,hold013.ai,1,10
114,nonwinner114.ai,1,10
57,nonwinner057.ai,1,10
222,hold070.ai,1,11
135,nonwinner135.ai,1,11
45,nonwinner045.ai,1,11
8,nonwinner008.ai,1,11
11,nonwinner011.ai,1,12
233,hold081.ai,1,12
219,hold067.ai,1,12
138,nonwinner138.ai,1,12
334,winner05.ai,1,13
248,hold096.ai,1,13
31,nonwinner031.ai,1,13
319,winner05.ai,1,13
194,hold042.ai,1,14
24,nonwinner024.ai,1,14
204,hold052.ai,1,14
7,nonwinner007.ai,1,14
286,winner04.ai,1,1
65,nonwinner065.ai,1,1
179,hold027.ai,1,1
288,winner05.ai,1,1
120,nonwinner120.ai,1,2
316,winner05.ai,1,2
190,hold038.ai,1,2
328,winner05.ai,1,2
111,nonwinner111.ai,1,3
197,hold045.ai,1,3
47,nonwinner047.ai,1,3
214,hold062.ai,1,3
19,nonwinner019.ai,1,4
13,nonwinner013.ai,1,4
118,nonwinner118.ai,1,4
104,nonwinner104.ai,1,4
26,nonwinner026.ai,1,5
209,hold057.ai,1,5
334,winner05.ai,1,5
277,winner04.ai,1,5
299,winner05.ai,1,6
208,hold056.ai,1,6
56,nonwinner056.ai,1,6
137,nonwinner137.ai,1,6
199,hold047.ai,1,7
65,nonwinner065.ai,1,7
41,nonwinner041.ai,1,7
83,nonwinner083.ai,1,7
288,winner05.ai,1,8
70,nonwinner070.ai,1,8
73,nonwinner073.ai,1,8
60,nonwinner060.ai,1,8
24,nonwinner024.ai,1,9
82,nonwinner082.ai,1,9
244,hold092.ai,1,9
190,hold038.ai,1,9
191,hold039.ai,1,10
312,winner05.ai,1,10
102,nonwinner102.ai,1,10
279,winner04.ai,1,10
56,nonwinner056.ai,1,11
227,hold075.ai,1,11
286,winner04.ai,1,11
199,hold047.ai,1,11
149,nonwinner149.ai,1,12
77,nonwinner077.ai,1,12
29,nonwinner029.ai,1,12
329,winner05.ai,1,12
54,nonwinner054.ai,1,13
115,nonwinner115.ai,1,13
269,winner04.ai,1,13
116,nonwinner116.ai,1,13
196,hold044.ai,1,14
106,nonwinner106.ai,1,14
18,nonwinner018.ai,1,14
237,hold085.ai,1,14
243,hold091.ai,1,1
262,winner04.ai,1,1
249,hold097.ai,1,1
215,hold063.ai,1,1
321,winner05.ai,1,2
286,winner04.ai,1,2
121,nonwinner121.ai,1,2
74,nonwinner074.ai,1,2
79,nonwinner079.ai,1,3
122,nonwinner122.ai,1,3
160,hold008.ai,1,3
196,hold044.ai,1,3
160,hold008.ai,1,4
89,nonwinner089.ai,1,4
100,nonwinner100.ai,1,4
215,hold063.ai,1,4
263,winner04.ai,1,5
318,winner05.ai,1,5
151,nonwinner151.ai,1,5
32,nonwinner032.ai,1,5
260,winner03.ai,1,6
18,nonwinner018.ai,1,6
68,nonwinner068.ai,1,6
101,nonwinner101.ai,1,6
110,nonwinner110.ai,1,7
246,hold094.ai,1,7
225,hold073.ai,1,7
63,nonwinner063.ai,1,7
313,winner05.ai,1,8
257,winner03.ai,1,8
145,nonwinner145.ai,1,8
84,nonwinner084.ai,1,8
96,nonwinner096.ai,1,9
195,hold043.ai,1,9
78,nonwinner078.ai,1,9
15,nonwinner015.ai,1,9
90,nonwinner090.ai,1,10
113,nonwinner113.ai,1,10
229,hold077.ai,1,10
94,nonwinner094.ai,1,10
239,hold087.ai,1,11
38,nonwinner038.ai,1,11
310,winner05.ai,1,11
126,nonwinner126.ai,1,11
316,winner05.ai,1,12
144,nonwinner144.ai,1,12
318,winner05.ai,1,12
227,hold075.ai,1,12
140,nonwinner140.ai,1,13
210,hold058.ai,1,13
102,nonwinner102.ai,1,13
281,winner04.ai,1,13
325,winner05.ai,1,14
227,hold075.ai,1,14
42,nonwinner042.ai,1,14
274,winner04.ai,1,14
173,hold021.ai,1,1
120,nonwinner120.ai,1,1
303,winner05.ai,1,1
185,hold033.ai,1,1
130,nonwinner130.ai,1,2
271,winner04.ai,1,2
83,nonwinner083.ai,1,2
139,nonwinner139.ai,1,2
209,hold057.ai,1,3
236,hold084.ai,1,3
237,hold085.ai,1,3
68,nonwinner068.ai,1,3
202,hold050.ai,1,4
233,hold081.ai,1,4
283,winner04.ai,1,4
223,hold071.ai,1,4
207,hold055.ai,1,5
197,hold045.ai,1,5
262,winner04.ai,1,5
194,hold042.ai,1,5
143,nonwinner143.ai,1,6
229,hold077.ai,1,6
94,nonwinner094.ai,1,6
86,nonwinner086.ai,1,6
130,nonwinner130.ai,1,7
76,nonwinner076.ai,1,7
68,nonwinner068.ai,1,7
183,hold031.ai,1,7
32,nonwinner032.ai,1,8
18,nonwinner018.ai,1,8
265,winner04.ai,1,8
277,winner04.ai,1,8
3,nonwinner003.ai,1,9
209,hold057.ai,1,9
296,winner05.ai,1,9
192,hold040.ai,1,9
111,nonwinner111.ai,1,10
130,nonwinner130.ai,1,10
329,winner05.ai,1,10
235,hold083.ai,1,10
274,winner04.ai,1,11
62,nonwinner062.ai,1,11
195,hold043.ai,1,11
307,winner05.ai,1,11
327,winner05.ai,1,12
280,winner04.ai,1,12
1,nonwinner001.ai,1,12
112,nonwinner112.ai,1,12
78,nonwinner078.ai,1,13
108,nonwinner108.ai,1,13
154,hold002.ai,1,13
64,nonwinner064.ai,1,13
15,nonwinner015.ai,1,14
289,winner05.ai,1,14
192,hold040.ai,1,14
22,nonwinner022.ai,1,14
217,hold065.ai,1,1
84,nonwinner084.ai,1,1
293,winner05.ai,1,1
187,hold035.ai,1,1
186,hold034.ai,1,2
48,nonwinner048.ai,1,2
39,nonwinner039.ai,1,2
31,nonwinner031.ai,1,2
239,hold087.ai,1,3
162,hold010.ai,1,3
206,hold054.ai,1,3
20,nonwinner020.ai,1,3
245,hold093.ai,1,4
180,hold028.ai,1,4
74,nonwinner074.ai,1,4
45,nonwinner045.ai,1,4
217,hold065.ai,1,5
18,nonwinner018.ai,1,5
128,nonwinner128.ai,1,5
59,nonwinner059.ai,1,5
55,nonwinner055.ai,1,6
133,nonwinner133.ai,1,6
248,hold096.ai,1,6
298,winner05.ai,1,6
135,nonwinner135.ai,1,7
263,winner04.ai,1,7
260,winner03.ai,1,7
267,winner04.ai,1,7
201,hold049.ai,1,8
187,hold035.ai,1,8
280,winner04.ai,1,8
173,hold021.ai,1,8
113,nonwinner113.ai,1,9
75,nonwinner075.ai,1,9
143,nonwinner143.ai,1,9
210,hold058.ai,1,9
93,nonwinner093.ai,1,10
125,nonwinner125.ai,1,10
202,hold050.ai,1,10
95,nonwinner095.ai,1,10
113,nonwinner113.ai,1,11
75,nonwinner075.ai,1,11
130,nonwinner130.ai,1,11
171,hold019.ai,1,11
325,winner05.ai,1,12
22,nonwinner022.ai,1,12
102,nonwinner102.ai,1,12
202,hold050.ai,1,12
331,winner05.ai,1,13
4,nonwinner004.ai,1,13
218,hold066.ai,1,13
150,nonwinner150.ai,1,13
77,nonwinner077.ai,1,14
19,nonwinner019.ai,1,14
324,winner05.ai,1,14
203,hold051.ai,1,14
296,winner05.ai,1,1
155,hold003.ai,1,1
297,winner05.ai,1,1
295,winner05.ai,1,1
303,winner05.ai,1,2
148,nonwinner148.ai,1,2
100,nonwinner100.ai,1,2
207,hold055.ai,1,2
248,hold096.ai,1,3
133,nonwinner133.ai,1,3
252,hold100.ai,1,3
234,hold082.ai,1,3
55,nonwinner055.ai,1,4
31,nonwinner031.ai,1,4
275,winner04.ai,1,4
14,nonwinner014.ai,1,4
240,hold088.ai,1,5
304,winner05.ai,1,5
216,hold064.ai,1,5
10,nonwinner010.ai,1,5
219,hold067.ai,1,6
35,nonwinner035.ai,1,6
10,nonwinner010.ai,1,6
287,winner05.ai,1,6
87,nonwinner087.ai,1,7
139,nonwinner139.ai,1,7
242,hold090.ai,1,7
254,winner02.ai,1,7
283,winner04.ai,1,8
269,winner04.ai,1,8
242,hold090.ai,1,8
186,hold034.ai,1,8
88,nonwinner088.ai,1,9
128,nonwinner128.ai,1,9
146,nonwinner146.ai,1,9
204,hold052.ai,1,9
37,nonwinner037.ai,1,10
135,nonwinner135.ai,1,10
13,nonwinner013.ai,1,10
17,nonwinner017.ai,1,10
294,winner05.ai,1,11
