TKT,I1,P,Up
547,nonwinner01.ai,1,8
468,nonwinner10.ai,1,1
349,nonwinner05.ai,1,1
168,nonwinner10.ai,1,1
520,nonwinner09.ai,1,1
115,nonwinner09.ai,1,1
200,nonwinner06.ai,1,1
159,nonwinner14.ai,1,1
50,nonwinner06.ai,1,1
75,nonwinner12.ai,1,1
632,nonwinner11.ai,1,1
198,nonwinner10.ai,1,2
258,nonwinner10.ai,1,2
629,nonwinner03.ai,1,2
50,nonwinner06.ai,1,2
387,nonwinner08.ai,1,2
563,nonwinner04.ai,1,2
136,nonwinner02.ai,1,2
507,nonwinner08.ai,1,2
142,nonwinner01.ai,1,2
367,nonwinner01.ai,1,2
447,nonwinner08.ai,1,3
412,nonwinner01.ai,1,3
548,nonwinner04.ai,1,3
245,nonwinner06.ai,1,3
620,nonwinner06.ai,1,3
434,nonwinner03.ai,1,3
538,nonwinner07.ai,1,3
597,nonwinner08.ai,1,3
60,nonwinner12.ai,1,3
499,nonwinner05.ai,1,3
329,nonwinner03.ai,1,4
419,nonwinner03.ai,1,4
163,nonwinner07.ai,1,4
182,nonwinner11.ai,1,4
644,hold10.ai,1,4
159,nonwinner14.ai,1,4
488,nonwinner04.ai,1,4
114,nonwinner14.ai,1,4
14,nonwinner03.ai,1,4
453,nonwinner10.ai,1,4
209,nonwinner03.ai,1,5
570,nonwinner12.ai,1,5
448,nonwinner07.ai,1,5
371,nonwinner15.ai,1,5
594,nonwinner14.ai,1,5
463,nonwinner07.ai,1,5
477,nonwinner08.ai,1,5
12,nonwinner08.ai,1,5
587,nonwinner11.ai,1,5
115,nonwinner09.ai,1,5
427,nonwinner01.ai,1,6
536,nonwinner15.ai,1,6
455,nonwinner06.ai,1,6
259,nonwinner05.ai,1,6
397,nonwinner01.ai,1,6
147,nonwinner08.ai,1,6
279,nonwinner14.ai,1,6
432,nonwinner08.ai,1,6
649,hold15.ai,1,6
347,nonwinner11.ai,1,6
331,nonwinner02.ai,1,7
616,nonwinner02.ai,1,7
358,nonwinner07.ai,1,7
341,nonwinner15.ai,1,7
236,nonwinner15.ai,1,7
228,nonwinner10.ai,1,7
381,nonwinner13.ai,1,7
268,nonwinner07.ai,1,7
549,nonwinner14.ai,1,7
339,nonwinner14.ai,1,7
335,nonwinner06.ai,1,8
187,nonwinner01.ai,1,8
609,nonwinner14.ai,1,8
369,nonwinner14.ai,1,8
573,nonwinner10.ai,1,8
142,nonwinner01.ai,1,8
292,nonwinner01.ai,1,8
129,nonwinner14.ai,1,8
171,nonwinner13.ai,1,8
19,nonwinner05.ai,1,8
317,nonwinner11.ai,1,1
352,nonwinner01.ai,1,1
330,nonwinner12.ai,1,1
604,nonwinner05.ai,1,1
418,nonwinner07.ai,1,1
328,nonwinner07.ai,1,1
549,nonwinner14.ai,1,1
495,nonwinner12.ai,1,1
361,nonwinner02.ai,1,1
477,nonwinner08.ai,1,1
592,nonwinner01.ai,1,2
442,nonwinner01.ai,1,2
150,nonwinner12.ai,1,2
380,nonwinner06.ai,1,2
73,nonwinner07.ai,1,2
149,nonwinner03.ai,1,2
322,nonwinner01.ai,1,2
538,nonwinner07.ai,1,2
441,nonwinner13.ai,1,2
328,nonwinner07.ai,1,2
17,nonwinner11.ai,1,3
145,nonwinner09.ai,1,3
161,nonwinner15.ai,1,3
153,nonwinner10.ai,1,3
495,nonwinner12.ai,1,3
575,nonwinner06.ai,1,3
392,nonwinner11.ai,1,3
177,nonwinner08.ai,1,3
89,nonwinner03.ai,1,3
172,nonwinner01.ai,1,3
154,nonwinner05.ai,1,4
505,nonwinner09.ai,1,4
256,nonwinner02.ai,1,4
3,nonwinner10.ai,1,4
214,nonwinner05.ai,1,4
609,nonwinner14.ai,1,4
385,nonwinner09.ai,1,4
40,nonwinner09.ai,1,4
160,nonwinner09.ai,1,4
594,nonwinner14.ai,1,4
272,nonwinner11.ai,1,5
142,nonwinner01.ai,1,5
572,nonwinner11.ai,1,5
89,nonwinner03.ai,1,5
430,nonwinner09.ai,1,5
441,nonwinner13.ai,1,5
219,nonwinner14.ai,1,5
259,nonwinner05.ai,1,5
28,nonwinner07.ai,1,5
547,nonwinner01.ai,1,5
528,nonwinner10.ai,1,6
529,nonwinner05.ai,1,6
89,nonwinner03.ai,1,6
438,nonwinner10.ai,1,6
261,nonwinner13.ai,1,6
364,nonwinner05.ai,1,6
69,nonwinner14.ai,1,6
262,nonwinner01.ai,1,6
159,nonwinner14.ai,1,6
496,nonwinner02.ai,1,6
520,nonwinner09.ai,1,7
409,nonwinner05.ai,1,7
488,nonwinner04.ai,1,7
276,nonwinner13.ai,1,7
480,nonwinner12.ai,1,7
513,nonwinner10.ai,1,7
430,nonwinner09.ai,1,7
596,nonwinner15.ai,1,7
176,nonwinner15.ai,1,7
95,nonwinner06.ai,1,7
96,nonwinner13.ai,1,8
534,nonwinner14.ai,1,8
574,nonwinner05.ai,1,8
508,nonwinner07.ai,1,8
77,nonwinner11.ai,1,8
275,nonwinner06.ai,1,8
59,nonwinner03.ai,1,8
617,nonwinner11.ai,1,8
293,nonwinner04.ai,1,8
488,nonwinner04.ai,1,8
593,nonwinner04.ai,1,1
334,nonwinner05.ai,1,1
506,nonwinner15.ai,1,1
197,nonwinner11.ai,1,1
261,nonwinner13.ai,1,1
185,nonwinner06.ai,1,1
605,nonwinner06.ai,1,1
617,nonwinner11.ai,1,1
165,nonwinner12.ai,1,1
601,nonwinner02.ai,1,1
178,nonwinner07.ai,1,2
60,nonwinner12.ai,1,2
1,nonwinner02.ai,1,2
125,nonwinner06.ai,1,2
638,hold04.ai,1,2
230,nonwinner06.ai,1,2
216,nonwinner13.ai,1,2
466,nonwinner02.ai,1,2
549,nonwinner14.ai,1,2
40,nonwinner09.ai,1,2
451,nonwinner02.ai,1,3
105,nonwinner12.ai,1,3
375,nonwinner12.ai,1,3
240,nonwinner12.ai,1,3
266,nonwinner15.ai,1,3
311,nonwinner15.ai,1,3
393,nonwinner10.ai,1,3
231,nonwinner13.ai,1,3
656,winner02.ai,1,3
251,nonwinner15.ai,1,3
578,nonwinner04.ai,1,4
291,nonwinner13.ai,1,4
435,nonwinner12.ai,1,4
350,nonwinner06.ai,1,4
478,nonwinner07.ai,1,4
12,nonwinner08.ai,1,4
193,nonwinner07.ai,1,4
298,nonwinner07.ai,1,4
119,nonwinner03.ai,1,4
122,nonwinner11.ai,1,4
60,nonwinner12.ai,1,5
641,hold07.ai,1,5
636,hold02.ai,1,5
226,nonwinner02.ai,1,5
249,nonwinner14.ai,1,5
117,nonwinner08.ai,1,5
647,hold13.ai,1,5
151,nonwinner02.ai,1,5
514,nonwinner05.ai,1,5
497,nonwinner11.ai,1,5
342,nonwinner08.ai,1,6
561,nonwinner13.ai,1,6
582,nonwinner08.ai,1,6
158,nonwinner04.ai,1,6
161,nonwinner15.ai,1,6
164,nonwinner03.ai,1,6
527,nonwinner11.ai,1,6
659,winner02.ai,1,6
418,nonwinner07.ai,1,6
568,nonwinner07.ai,1,6
312,nonwinner08.ai,1,7
231,nonwinner13.ai,1,7
197,nonwinner11.ai,1,7
344,nonwinner03.ai,1,7
413,nonwinner04.ai,1,7
223,nonwinner07.ai,1,7
613,nonwinner07.ai,1,7
492,nonwinner08.ai,1,7
632,nonwinner11.ai,1,7
469,nonwinner05.ai,1,7
70,nonwinner09.ai,1,8
551,nonwinner15.ai,1,8
108,nonwinner10.ai,1,8
240,nonwinner12.ai,1,8
522,nonwinner08.ai,1,8
260,nonwinner06.ai,1,8
650,winner01.ai,1,8
580,nonwinner09.ai,1,8
454,nonwinner05.ai,1,8
434,nonwinner03.ai,1,8
247,nonwinner01.ai,1,1
128,nonwinner04.ai,1,1
491,nonwinner15.ai,1,1
125,nonwinner06.ai,1,1
476,nonwinner15.ai,1,1
569,nonwinner03.ai,1,1
355,nonwinner09.ai,1,1
439,nonwinner05.ai,1,1
430,nonwinner09.ai,1,1
579,nonwinner14.ai,1,1
447,nonwinner08.ai,1,2
98,nonwinner04.ai,1,2
395,nonwinner06.ai,1,2
421,nonwinner02.ai,1,2
256,nonwinner02.ai,1,2
359,nonwinner03.ai,1,2
639,hold05.ai,1,2
115,nonwinner09.ai,1,2
329,nonwinner03.ai,1,2
281,nonwinner15.ai,1,2
78,nonwinner10.ai,1,3
565,nonwinner09.ai,1,3
291,nonwinner13.ai,1,3
506,nonwinner15.ai,1,3
605,nonwinner06.ai,1,3
214,nonwinner05.ai,1,3
539,nonwinner03.ai,1,3
374,nonwinner03.ai,1,3
377,nonwinner11.ai,1,3
238,nonwinner07.ai,1,3
330,nonwinner12.ai,1,4
389,nonwinner03.ai,1,4
572,nonwinner11.ai,1,4
653,winner02.ai,1,4
442,nonwinner01.ai,1,4
73,nonwinner07.ai,1,4
582,nonwinner08.ai,1,4
261,nonwinner13.ai,1,4
427,nonwinner01.ai,1,4
313,nonwinner07.ai,1,4
322,nonwinner01.ai,1,5
660,winner02.ai,1,5
49,nonwinner05.ai,1,5
21,nonwinner13.ai,1,5
214,nonwinner05.ai,1,5
290,nonwinner06.ai,1,5
644,hold10.ai,1,5
459,nonwinner14.ai,1,5
166,nonwinner02.ai,1,5
121,nonwinner02.ai,1,5
641,hold07.ai,1,6
209,nonwinner03.ai,1,6
411,nonwinner13.ai,1,6
495,nonwinner12.ai,1,6
404,nonwinner03.ai,1,6
587,nonwinner11.ai,1,6
286,nonwinner02.ai,1,6
394,nonwinner05.ai,1,6
506,nonwinner15.ai,1,6
426,nonwinner13.ai,1,6
98,nonwinner04.ai,1,7
293,nonwinner04.ai,1,7
440,nonwinner06.ai,1,7
521,nonwinner15.ai,1,7
83,nonwinner04.ai,1,7
168,nonwinner10.ai,1,7
411,nonwinner13.ai,1,7
452,nonwinner11.ai,1,7
621,nonwinner13.ai,1,7
147,nonwinner08.ai,1,7
532,nonwinner01.ai,1,8
356,nonwinner15.ai,1,8
530,nonwinner06.ai,1,8
128,nonwinner04.ai,1,8
460,nonwinner09.ai,1,8
610,nonwinner09.ai,1,8
228,nonwinner10.ai,1,8
301,nonwinner02.ai,1,8
581,nonwinner15.ai,1,8
648,hold14.ai,1,8
270,nonwinner12.ai,1,1
120,nonwinner12.ai,1,1
242,nonwinner11.ai,1,1
469,nonwinner05.ai,1,1
650,winner01.ai,1,1
608,nonwinner04.ai,1,1
525,nonwinner12.ai,1,1
356,nonwinner15.ai,1,1
548,nonwinner04.ai,1,1
184,nonwinner05.ai,1,1
551,nonwinner15.ai,1,2
169,nonwinner05.ai,1,2
259,nonwinner05.ai,1,2
231,nonwinner13.ai,1,2
487,nonwinner01.ai,1,2
623,nonwinner04.ai,1,2
35,nonwinner06.ai,1,2
630,nonwinner12.ai,1,2
68,nonwinner04.ai,1,2
158,nonwinner04.ai,1,2
298,nonwinner07.ai,1,3
582,nonwinner08.ai,1,3
342,nonwinner08.ai,1,3
643,hold09.ai,1,3
569,nonwinner03.ai,1,3
455,nonwinner06.ai,1,3
353,nonwinner04.ai,1,3
209,nonwinner03.ai,1,3
203,nonwinner04.ai,1,3
296,nonwinner15.ai,1,3
589,nonwinner05.ai,1,4
349,nonwinner05.ai,1,4
36,nonwinner13.ai,1,4
284,nonwinner03.ai,1,4
497,nonwinner11.ai,1,4
393,nonwinner10.ai,1,4
597,nonwinner08.ai,1,4
541,nonwinner02.ai,1,4
593,nonwinner04.ai,1,4
286,nonwinner02.ai,1,4
528,nonwinner10.ai,1,5
423,nonwinner10.ai,1,5
602,nonwinner11.ai,1,5
150,nonwinner12.ai,1,5
346,nonwinner02.ai,1,5
539,nonwinner03.ai,1,5
438,nonwinner10.ai,1,5
607,nonwinner01.ai,1,5
285,nonwinner12.ai,1,5
275,nonwinner06.ai,1,5
64,nonwinner05.ai,1,6
327,nonwinner08.ai,1,6
658,winner02.ai,1,6
210,nonwinner12.ai,1,6
113,nonwinner04.ai,1,6
100,nonwinner09.ai,1,6
369,nonwinner14.ai,1,6
628,nonwinner07.ai,1,6
247,nonwinner01.ai,1,6
350,nonwinner06.ai,1,6
182,nonwinner11.ai,1,7
23,nonwinner04.ai,1,7
459,nonwinner14.ai,1,7
462,nonwinner08.ai,1,7
335,nonwinner06.ai,1,7
48,nonwinner10.ai,1,7
73,nonwinner07.ai,1,7
528,nonwinner10.ai,1,7
302,nonwinner11.ai,1,7
164,nonwinner03.ai,1,7
374,nonwinner03.ai,1,8
278,nonwinner04.ai,1,8
550,nonwinner09.ai,1,8
141,nonwinner13.ai,1,8
177,nonwinner08.ai,1,8
440,nonwinner06.ai,1,8
167,nonwinner11.ai,1,8
109,nonwinner05.ai,1,8
589,nonwinner05.ai,1,8
459,nonwinner14.ai,1,8
287,nonwinner11.ai,1,1
449,nonwinner03.ai,1,1
180,nonwinner12.ai,1,1
488,nonwinner04.ai,1,1
139,nonwinner05.ai,1,1
481,nonwinner02.ai,1,1
343,nonwinner07.ai,1,1
360,nonwinner12.ai,1,1
48,nonwinner10.ai,1,1
85,nonwinner09.ai,1,1
383,nonwinner04.ai,1,2
617,nonwinner11.ai,1,2
436,nonwinner02.ai,1,2
598,nonwinner07.ai,1,2
80,nonwinner06.ai,1,2
195,nonwinner12.ai,1,2
430,nonwinner09.ai,1,2
402,nonwinner08.ai,1,2
224,nonwinner03.ai,1,2
183,nonwinner10.ai,1,2
198,nonwinner10.ai,1,3
157,nonwinner01.ai,1,3
122,nonwinner11.ai,1,3
303,nonwinner10.ai,1,3
555,nonwinner12.ai,1,3
205,nonwinner09.ai,1,3
358,nonwinner07.ai,1,3
241,nonwinner02.ai,1,3
417,nonwinner08.ai,1,3
395,nonwinner06.ai,1,3
188,nonwinner04.ai,1,4
50,nonwinner06.ai,1,4
471,nonwinner13.ai,1,4
567,nonwinner08.ai,1,4
191,nonwinner15.ai,1,4
323,nonwinner04.ai,1,4
208,nonwinner07.ai,1,4
382,nonwinner01.ai,1,4
537,nonwinner08.ai,1,4
553,nonwinner07.ai,1,4
457,nonwinner01.ai,1,5
96,nonwinner13.ai,1,5
251,nonwinner15.ai,1,5
542,nonwinner11.ai,1,5
293,nonwinner04.ai,1,5
303,nonwinner10.ai,1,5
585,nonwinner12.ai,1,5
490,nonwinner09.ai,1,5
284,nonwinner03.ai,1,5
304,nonwinner05.ai,1,5
542,nonwinner11.ai,1,6
511,nonwinner02.ai,1,6
569,nonwinner03.ai,1,6
652,winner02.ai,1,6
479,nonwinner03.ai,1,6
187,nonwinner01.ai,1,6
285,nonwinner12.ai,1,6
240,nonwinner12.ai,1,6
121,nonwinner02.ai,1,6
621,nonwinner13.ai,1,6
291,nonwinner13.ai,1,7
617,nonwinner11.ai,1,7
70,nonwinner09.ai,1,7
360,nonwinner12.ai,1,7
306,nonwinner13.ai,1,7
510,nonwinner12.ai,1,7
525,nonwinner12.ai,1,7
349,nonwinner05.ai,1,7
368,nonwinner04.ai,1,7
76,nonwinner02.ai,1,7
93,nonwinner10.ai,1,8
562,nonwinner01.ai,1,8
388,nonwinner07.ai,1,8
514,nonwinner05.ai,1,8
658,winner02.ai,1,8
84,nonwinner14.ai,1,8
601,nonwinner02.ai,1,8
294,nonwinner14.ai,1,8
554,nonwinner03.ai,1,8
200,nonwinner06.ai,1,8
347,nonwinner11.ai,1,1
201,nonwinner13.ai,1,1
192,nonwinner08.ai,1,1
305,nonwinner06.ai,1,1
587,nonwinner11.ai,1,1
434,nonwinner03.ai,1,1
297,nonwinner08.ai,1,1
640,hold06.ai,1,1
179,nonwinner03.ai,1,1
46,nonwinner02.ai,1,1
521,nonwinner15.ai,1,2
611,nonwinner15.ai,1,2
296,nonwinner15.ai,1,2
294,nonwinner14.ai,1,2
618,nonwinner10.ai,1,2
484,nonwinner05.ai,1,2
414,nonwinner14.ai,1,2
351,nonwinner13.ai,1,2
260,nonwinner06.ai,1,2
221,nonwinner15.ai,1,2
585,nonwinner12.ai,1,3
553,nonwinner07.ai,1,3
158,nonwinner04.ai,1,3
650,winner01.ai,1,3
269,nonwinner03.ai,1,3
220,nonwinner09.ai,1,3
533,nonwinner04.ai,1,3
273,nonwinner10.ai,1,3
423,nonwinner10.ai,1,3
323,nonwinner04.ai,1,3
369,nonwinner14.ai,1,4
60,nonwinner12.ai,1,4
543,nonwinner10.ai,1,4
340,nonwinner09.ai,1,4
263,nonwinner04.ai,1,4
436,nonwinner02.ai,1,4
445,nonwinner09.ai,1,4
155,nonwinner06.ai,1,4
303,nonwinner10.ai,1,4
566,nonwinner15.ai,1,4
626,nonwinner15.ai,1,5
240,nonwinner12.ai,1,5
340,nonwinner09.ai,1,5
408,nonwinner10.ai,1,5
355,nonwinner09.ai,1,5
287,nonwinner11.ai,1,5
16,nonwinner02.ai,1,5
132,nonwinner08.ai,1,5
403,nonwinner07.ai,1,5
276,nonwinner13.ai,1,5
55,nonwinner09.ai,1,6
454,nonwinner05.ai,1,6
295,nonwinner09.ai,1,6
207,nonwinner08.ai,1,6
483,nonwinner10.ai,1,6
266,nonwinner15.ai,1,6
60,nonwinner12.ai,1,6
273,nonwinner10.ai,1,6
601,nonwinner02.ai,1,6
512,nonwinner11.ai,1,6
354,nonwinner14.ai,1,7
618,nonwinner10.ai,1,7
242,nonwinner11.ai,1,7
541,nonwinner02.ai,1,7
51,nonwinner13.ai,1,7
156,nonwinner13.ai,1,7
33,nonwinner10.ai,1,7
447,nonwinner08.ai,1,7
332,nonwinner11.ai,1,7
352,nonwinner01.ai,1,7
131,nonwinner15.ai,1,8
135,nonwinner12.ai,1,8
248,nonwinner04.ai,1,8
396,nonwinner13.ai,1,8
5,nonwinner06.ai,1,8
468,nonwinner10.ai,1,8
154,nonwinner05.ai,1,8
214,nonwinner05.ai,1,8
302,nonwinner11.ai,1,8
519,nonwinner14.ai,1,8
244,nonwinner05.ai,1,1
267,nonwinner08.ai,1,1
102,nonwinner08.ai,1,1
562,nonwinner01.ai,1,1
338,nonwinner04.ai,1,1
253,nonwinner07.ai,1,1
249,nonwinner14.ai,1,1
13,nonwinner07.ai,1,1
33,nonwinner10.ai,1,1
60,nonwinner12.ai,1,1
172,nonwinner01.ai,1,2
532,nonwinner01.ai,1,2
459,nonwinner14.ai,1,2
67,nonwinner01.ai,1,2
385,nonwinner09.ai,1,2
26,nonwinner15.ai,1,2
179,nonwinner03.ai,1,2
58,nonwinner07.ai,1,2
288,nonwinner10.ai,1,2
175,nonwinner09.ai,1,2
102,nonwinner08.ai,1,3
370,nonwinner09.ai,1,3
382,nonwinner01.ai,1,3
474,nonwinner14.ai,1,3
259,nonwinner05.ai,1,3
246,nonwinner13.ai,1,3
329,nonwinner03.ai,1,3
81,nonwinner13.ai,1,3
115,nonwinner09.ai,1,3
512,nonwinner11.ai,1,3
434,nonwinner03.ai,1,4
169,nonwinner05.ai,1,4
242,nonwinner11.ai,1,4
213,nonwinner10.ai,1,4
87,nonwinner08.ai,1,4
97,nonwinner01.ai,1,4
93,nonwinner10.ai,1,4
207,nonwinner08.ai,1,4
637,hold03.ai,1,4
325,nonwinner09.ai,1,4
390,nonwinner12.ai,1,5
419,nonwinner03.ai,1,5
614,nonwinner03.ai,1,5
411,nonwinner13.ai,1,5
629,nonwinner03.ai,1,5
462,nonwinner08.ai,1,5
15,nonwinner12.ai,1,5
107,nonwinner11.ai,1,5
426,nonwinner13.ai,1,5
295,nonwinner09.ai,1,5
585,nonwinner12.ai,1,6
246,nonwinner13.ai,1,6
478,nonwinner07.ai,1,6
91,nonwinner02.ai,1,6
33,nonwinner10.ai,1,6
214,nonwinner05.ai,1,6
624,nonwinner14.ai,1,6
639,hold05.ai,1,6
556,nonwinner02.ai,1,6
281,nonwinner15.ai,1,6
253,nonwinner07.ai,1,7
347,nonwinner11.ai,1,7
34,nonwinner05.ai,1,7
599,nonwinner03.ai,1,7
472,nonwinner01.ai,1,7
611,nonwinner15.ai,1,7
652,winner02.ai,1,7
573,nonwinner10.ai,1,7
85,nonwinner09.ai,1,7
535,nonwinner09.ai,1,7
146,nonwinner15.ai,1,8
169,nonwinner05.ai,1,8
91,nonwinner02.ai,1,8
373,nonwinner07.ai,1,8
82,nonwinner01.ai,1,8
16,nonwinner02.ai,1,8
65,nonwinner06.ai,1,8
564,nonwinner14.ai,1,8
145,nonwinner09.ai,1,8
26,nonwinner15.ai,1,8
314,nonwinner03.ai,1,1
649,hold15.ai,1,1
118,nonwinner07.ai,1,1
383,nonwinner04.ai,1,1
337,nonwinner01.ai,1,1
170,nonwinner06.ai,1,1
400,nonwinner09.ai,1,1
425,nonwinner06.ai,1,1
634,nonwinner05.ai,1,1
395,nonwinner06.ai,1,1
273,nonwinner10.ai,1,2
154,nonwinner05.ai,1,2
440,nonwinner06.ai,1,2
433,nonwinner07.ai,1,2
111,nonwinner13.ai,1,2
457,nonwinner01.ai,1,2
56,nonwinner15.ai,1,2
16,nonwinner02.ai,1,2
161,nonwinner15.ai,1,2
553,nonwinner07.ai,1,2
401,nonwinner15.ai,1,3
334,nonwinner05.ai,1,3
651,winner02.ai,1,3
628,nonwinner07.ai,1,3
551,nonwinner15.ai,1,3
305,nonwinner06.ai,1,3
247,nonwinner01.ai,1,3
9,nonwinner14.ai,1,3
36,nonwinner13.ai,1,3
479,nonwinner03.ai,1,3
235,nonwinner09.ai,1,4
274,nonwinner05.ai,1,4
115,nonwinner09.ai,1,4
287,nonwinner11.ai,1,4
378,nonwinner10.ai,1,4
620,nonwinner06.ai,1,4
293,nonwinner04.ai,1,4
137,nonwinner11.ai,1,4
568,nonwinner07.ai,1,4
447,nonwinner08.ai,1,4
74,nonwinner03.ai,1,5
369,nonwinner14.ai,1,5
508,nonwinner07.ai,1,5
334,nonwinner05.ai,1,5
238,nonwinner07.ai,1,5
443,nonwinner04.ai,1,5
600,nonwinner12.ai,1,5
181,nonwinner02.ai,1,5
613,nonwinner07.ai,1,5
534,nonwinner14.ai,1,5
94,nonwinner05.ai,1,6
645,hold11.ai,1,6
154,nonwinner05.ai,1,6
220,nonwinner09.ai,1,6
124,nonwinner05.ai,1,6
603,nonwinner10.ai,1,6
361,nonwinner02.ai,1,6
356,nonwinner15.ai,1,6
545,nonwinner06.ai,1,6
366,nonwinner13.ai,1,6
86,nonwinner15.ai,1,7
595,nonwinner09.ai,1,7
80,nonwinner06.ai,1,7
566,nonwinner15.ai,1,7
598,nonwinner07.ai,1,7
308,nonwinner04.ai,1,7
422,nonwinner11.ai,1,7
135,nonwinner12.ai,1,7
254,nonwinner03.ai,1,7
198,nonwinner10.ai,1,7
303,nonwinner10.ai,1,8
241,nonwinner02.ai,1,8
340,nonwinner09.ai,1,8
465,nonwinner12.ai,1,8
318,nonwinner10.ai,1,8
236,nonwinner15.ai,1,8
336,nonwinner13.ai,1,8
582,nonwinner08.ai,1,8
485,nonwinner06.ai,1,8
36,nonwinner13.ai,1,8
517,nonwinner01.ai,1,1
379,nonwinner05.ai,1,1
172,nonwinner01.ai,1,1
554,nonwinner03.ai,1,1
342,nonwinner08.ai,1,1
278,nonwinner04.ai,1,1
411,nonwinner13.ai,1,1
105,nonwinner12.ai,1,1
523,nonwinner07.ai,1,1
230,nonwinner06.ai,1,1
12,nonwinner08.ai,1,2
339,nonwinner14.ai,1,2
29,nonwinner03.ai,1,2
562,nonwinner01.ai,1,2
335,nonwinner06.ai,1,2
250,nonwinner09.ai,1,2
251,nonwinner15.ai,1,2
317,nonwinner11.ai,1,2
417,nonwinner08.ai,1,2
160,nonwinner09.ai,1,2
34,nonwinner05.ai,1,3
132,nonwinner08.ai,1,3
188,nonwinner04.ai,1,3
398,nonwinner04.ai,1,3
234,nonwinner14.ai,1,3
443,nonwinner04.ai,1,3
5,nonwinner06.ai,1,3
403,nonwinner07.ai,1,3
440,nonwinner06.ai,1,3
341,nonwinner15.ai,1,3
248,nonwinner04.ai,1,4
415,nonwinner09.ai,1,4
496,nonwinner02.ai,1,4
640,hold06.ai,1,4
372,nonwinner08.ai,1,4
6,nonwinner13.ai,1,4
240,nonwinner12.ai,1,4
563,nonwinner04.ai,1,4
179,nonwinner03.ai,1,4
498,nonwinner10.ai,1,4
506,nonwinner15.ai,1,5
71,nonwinner15.ai,1,5
180,nonwinner12.ai,1,5
434,nonwinner03.ai,1,5
500,nonwinner06.ai,1,5
273,nonwinner10.ai,1,5
388,nonwinner07.ai,1,5
615,nonwinner12.ai,1,5
162,nonwinner08.ai,1,5
195,nonwinner12.ai,1,5
193,nonwinner07.ai,1,6
343,nonwinner07.ai,1,6
615,nonwinner12.ai,1,6
79,nonwinner05.ai,1,6
440,nonwinner06.ai,1,6
236,nonwinner15.ai,1,6
225,nonwinner12.ai,1,6
206,nonwinner15.ai,1,6
152,nonwinner11.ai,1,6
90,nonwinner12.ai,1,6
186,nonwinner13.ai,1,7
374,nonwinner03.ai,1,7
180,nonwinner12.ai,1,7
576,nonwinner13.ai,1,7
578,nonwinner04.ai,1,7
579,nonwinner14.ai,1,7
9,nonwinner14.ai,1,7
4,nonwinner05.ai,1,7
189,nonwinner14.ai,1,7
414,nonwinner14.ai,1,7
118,nonwinner07.ai,1,8
116,nonwinner15.ai,1,8
391,nonwinner02.ai,1,8
78,nonwinner10.ai,1,8
247,nonwinner01.ai,1,8
31,nonwinner02.ai,1,8
259,nonwinner05.ai,1,8
462,nonwinner08.ai,1,8
104,nonwinner03.ai,1,8
245,nonwinner06.ai,1,8
194,nonwinner03.ai,1,1
408,nonwinner10.ai,1,1
7,nonwinner01.ai,1,1
150,nonwinner12.ai,1,1
614,nonwinner03.ai,1,1
166,nonwinner02.ai,1,1
354,nonwinner14.ai,1,1
151,nonwinner02.ai,1,1
129,nonwinner14.ai,1,1
30,nonwinner12.ai,1,1
10,nonwinner09.ai,1,2
415,nonwinner09.ai,1,2
28,nonwinner07.ai,1,2
390,nonwinner12.ai,1,2
654,winner02.ai,1,2
120,nonwinner12.ai,1,2
101,nonwinner15.ai,1,2
193,nonwinner07.ai,1,2
408,nonwinner10.ai,1,2
411,nonwinner13.ai,1,2
302,nonwinner11.ai,1,3
485,nonwinner06.ai,1,3
94,nonwinner05.ai,1,3
164,nonwinner03.ai,1,3
501,nonwinner13.ai,1,3
178,nonwinner07.ai,1,3
244,nonwinner05.ai,1,3
547,nonwinner01.ai,1,3
477,nonwinner08.ai,1,3
281,nonwinner15.ai,1,3
608,nonwinner04.ai,1,4
176,nonwinner15.ai,1,4
239,nonwinner03.ai,1,4
285,nonwinner12.ai,1,4
405,nonwinner12.ai,1,4
266,nonwinner15.ai,1,4
288,nonwinner10.ai,1,4
392,nonwinner11.ai,1,4
433,nonwinner07.ai,1,4
251,nonwinner15.ai,1,4
134,nonwinner03.ai,1,5
292,nonwinner01.ai,1,5
447,nonwinner08.ai,1,5
552,nonwinner08.ai,1,5
389,nonwinner03.ai,1,5
158,nonwinner04.ai,1,5
296,nonwinner15.ai,1,5
97,nonwinner01.ai,1,5
328,nonwinner07.ai,1,5
332,nonwinner11.ai,1,5
232,nonwinner01.ai,1,6
333,nonwinner10.ai,1,6
487,nonwinner01.ai,1,6
437,nonwinner11.ai,1,6
223,nonwinner07.ai,1,6
155,nonwinner06.ai,1,6
588,nonwinner10.ai,1,6
250,nonwinner09.ai,1,6
346,nonwinner02.ai,1,6
180,nonwinner12.ai,1,6
144,nonwinner14.ai,1,7
79,nonwinner05.ai,1,7
39,nonwinner14.ai,1,7
303,nonwinner10.ai,1,7
498,nonwinner10.ai,1,7
597,nonwinner08.ai,1,7
519,nonwinner14.ai,1,7
200,nonwinner06.ai,1,7
305,nonwinner06.ai,1,7
153,nonwinner10.ai,1,7
201,nonwinner13.ai,1,8
182,nonwinner11.ai,1,8
470,nonwinner06.ai,1,8
559,nonwinner05.ai,1,8
180,nonwinner12.ai,1,8
561,nonwinner13.ai,1,8
48,nonwinner10.ai,1,8
267,nonwinner08.ai,1,8
