TKT,I1,P,Up
522,nonwinner02.ai,1,1
372,nonwinner02.ai,1,1
561,nonwinner08.ai,1,1
534,nonwinner07.ai,1,1
74,nonwinner07.ai,1,1
222,nonwinner02.ai,1,2
504,nonwinner07.ai,1,2
13,nonwinner05.ai,1,2
392,nonwinner02.ai,1,2
121,nonwinner08.ai,1,2
449,nonwinner09.ai,1,2
130,nonwinner01.ai,1,2
615,hold15.ai,1,2
452,nonwinner02.ai,1,2
613,hold13.ai,1,2
222,nonwinner02.ai,1,3
648,winner04.ai,1,3
100,nonwinner01.ai,1,3
591,nonwinner08.ai,1,3
18,nonwinner10.ai,1,3
35,nonwinner04.ai,1,3
172,nonwinner02.ai,1,3
124,nonwinner07.ai,1,3
473,nonwinner05.ai,1,3
541,nonwinner08.ai,1,3
540,nonwinner01.ai,1,4
564,nonwinner07.ai,1,4
124,nonwinner07.ai,1,4
342,nonwinner02.ai,1,4
411,nonwinner08.ai,1,4
102,nonwinner02.ai,1,4
368,nonwinner10.ai,1,4
550,nonwinner01.ai,1,4
293,nonwinner05.ai,1,4
302,nonwinner02.ai,1,4
346,nonwinner06.ai,1,5
587,nonwinner03.ai,1,5
189,nonwinner09.ai,1,5
259,nonwinner09.ai,1,5
507,nonwinner03.ai,1,5
343,nonwinner05.ai,1,5
316,nonwinner06.ai,1,5
354,nonwinner07.ai,1,5
306,nonwinner06.ai,1,5
185,nonwinner04.ai,1,5
196,nonwinner06.ai,1,6
161,nonwinner08.ai,1,6
244,nonwinner07.ai,1,6
8,nonwinner10.ai,1,6
93,nonwinner05.ai,1,6
516,nonwinner06.ai,1,6
336,nonwinner06.ai,1,6
493,nonwinner05.ai,1,6
528,nonwinner10.ai,1,6
436,nonwinner06.ai,1,6
84,nonwinner07.ai,1,7
56,nonwinner06.ai,1,7
62,nonwinner02.ai,1,7
560,nonwinner01.ai,1,7
111,nonwinner08.ai,1,7
518,nonwinner10.ai,1,7
608,hold08.ai,1,7
450,nonwinner01.ai,1,7
479,nonwinner09.ai,1,7
348,nonwinner10.ai,1,7
496,nonwinner06.ai,1,8
202,nonwinner02.ai,1,8
238,nonwinner10.ai,1,8
321,nonwinner08.ai,1,8
189,nonwinner09.ai,1,8
612,hold12.ai,1,8
329,nonwinner09.ai,1,8
411,nonwinner08.ai,1,8
9,nonwinner09.ai,1,8
246,nonwinner06.ai,1,8
183,nonwinner05.ai,1,1
607,hold07.ai,1,1
132,nonwinner02.ai,1,1
443,nonwinner05.ai,1,1
540,nonwinner01.ai,1,1
459,nonwinner09.ai,1,1
405,nonwinner04.ai,1,1
480,nonwinner01.ai,1,1
552,nonwinner02.ai,1,1
654,winner04.ai,1,1
419,nonwinner09.ai,1,2
8,nonwinner10.ai,1,2
128,nonwinner10.ai,1,2
9,nonwinner09.ai,1,2
502,nonwinner02.ai,1,2
109,nonwinner09.ai,1,2
476,nonwinner06.ai,1,2
193,nonwinner05.ai,1,2
479,nonwinner09.ai,1,2
659,winner04.ai,1,2
618,winner02.ai,1,3
246,nonwinner06.ai,1,3
555,nonwinner04.ai,1,3
338,nonwinner10.ai,1,3
281,nonwinner08.ai,1,3
83,nonwinner05.ai,1,3
538,nonwinner10.ai,1,3
224,nonwinner07.ai,1,3
30,nonwinner01.ai,1,3
4,nonwinner07.ai,1,3
583,nonwinner05.ai,1,4
51,nonwinner08.ai,1,4
349,nonwinner09.ai,1,4
571,nonwinner08.ai,1,4
444,nonwinner07.ai,1,4
130,nonwinner01.ai,1,4
192,nonwinner02.ai,1,4
399,nonwinner09.ai,1,4
205,nonwinner04.ai,1,4
409,nonwinner09.ai,1,4
258,nonwinner10.ai,1,5
38,nonwinner10.ai,1,5
608,hold08.ai,1,5
264,nonwinner07.ai,1,5
32,nonwinner02.ai,1,5
284,nonwinner07.ai,1,5
606,hold06.ai,1,5
199,nonwinner09.ai,1,5
600,nonwinner01.ai,1,5
228,nonwinner10.ai,1,5
60,nonwinner01.ai,1,6
540,nonwinner01.ai,1,6
1,nonwinner08.ai,1,6
584,nonwinner07.ai,1,6
295,nonwinner04.ai,1,6
374,nonwinner07.ai,1,6
268,nonwinner10.ai,1,6
378,nonwinner10.ai,1,6
5,nonwinner04.ai,1,6
654,winner04.ai,1,6
97,nonwinner03.ai,1,7
588,nonwinner10.ai,1,7
487,nonwinner03.ai,1,7
353,nonwinner05.ai,1,7
27,nonwinner03.ai,1,7
513,nonwinner05.ai,1,7
337,nonwinner03.ai,1,7
275,nonwinner04.ai,1,7
543,nonwinner05.ai,1,7
286,nonwinner06.ai,1,7
175,nonwinner04.ai,1,8
92,nonwinner02.ai,1,8
403,nonwinner05.ai,1,8
247,nonwinner03.ai,1,8
603,hold03.ai,1,8
17,nonwinner03.ai,1,8
109,nonwinner09.ai,1,8
23,nonwinner05.ai,1,8
370,nonwinner01.ai,1,8
182,nonwinner02.ai,1,8
407,nonwinner03.ai,1,1
252,nonwinner02.ai,1,1
115,nonwinner04.ai,1,1
109,nonwinner09.ai,1,1
379,nonwinner09.ai,1,1
216,nonwinner06.ai,1,1
660,winner04.ai,1,1
389,nonwinner09.ai,1,1
139,nonwinner09.ai,1,1
206,nonwinner06.ai,1,1
316,nonwinner06.ai,1,2
591,nonwinner08.ai,1,2
499,nonwinner09.ai,1,2
445,nonwinner04.ai,1,2
406,nonwinner06.ai,1,2
360,nonwinner01.ai,1,2
326,nonwinner06.ai,1,2
134,nonwinner07.ai,1,2
89,nonwinner09.ai,1,2
140,nonwinner01.ai,1,2
413,nonwinner05.ai,1,3
400,nonwinner01.ai,1,3
598,nonwinner10.ai,1,3
363,nonwinner05.ai,1,3
118,nonwinner10.ai,1,3
516,nonwinner06.ai,1,3
19,nonwinner09.ai,1,3
451,nonwinner08.ai,1,3
77,nonwinner03.ai,1,3
452,nonwinner02.ai,1,3
420,nonwinner01.ai,1,4
466,nonwinner06.ai,1,4
186,nonwinner06.ai,1,4
68,nonwinner10.ai,1,4
74,nonwinner07.ai,1,4
197,nonwinner03.ai,1,4
617,winner02.ai,1,4
475,nonwinner04.ai,1,4
63,nonwinner05.ai,1,4
644,winner04.ai,1,4
230,nonwinner01.ai,1,5
74,nonwinner07.ai,1,5
302,nonwinner02.ai,1,5
105,nonwinner04.ai,1,5
114,nonwinner07.ai,1,5
408,nonwinner10.ai,1,5
644,winner04.ai,1,5
593,nonwinner05.ai,1,5
247,nonwinner03.ai,1,5
599,nonwinner09.ai,1,5
472,nonwinner02.ai,1,6
226,nonwinner06.ai,1,6
363,nonwinner05.ai,1,6
205,nonwinner04.ai,1,6
386,nonwinner06.ai,1,6
474,nonwinner07.ai,1,6
127,nonwinner03.ai,1,6
315,nonwinner04.ai,1,6
513,nonwinner05.ai,1,6
173,nonwinner05.ai,1,6
420,nonwinner01.ai,1,7
41,nonwinner08.ai,1,7
551,nonwinner08.ai,1,7
197,nonwinner03.ai,1,7
232,nonwinner02.ai,1,7
30,nonwinner01.ai,1,7
164,nonwinner07.ai,1,7
247,nonwinner03.ai,1,7
94,nonwinner07.ai,1,7
29,nonwinner09.ai,1,7
355,nonwinner04.ai,1,8
4,nonwinner07.ai,1,8
136,nonwinner06.ai,1,8
208,nonwinner10.ai,1,8
112,nonwinner02.ai,1,8
356,nonwinner06.ai,1,8
302,nonwinner02.ai,1,8
565,nonwinner04.ai,1,8
52,nonwinner02.ai,1,8
503,nonwinner05.ai,1,8
36,nonwinner06.ai,1,1
275,nonwinner04.ai,1,1
150,nonwinner01.ai,1,1
217,nonwinner03.ai,1,1
345,nonwinner04.ai,1,1
194,nonwinner07.ai,1,1
539,nonwinner09.ai,1,1
620,winner02.ai,1,1
583,nonwinner05.ai,1,1
193,nonwinner05.ai,1,1
337,nonwinner03.ai,1,2
427,nonwinner03.ai,1,2
298,nonwinner10.ai,1,2
543,nonwinner05.ai,1,2
378,nonwinner10.ai,1,2
139,nonwinner09.ai,1,2
149,nonwinner09.ai,1,2
435,nonwinner04.ai,1,2
655,winner04.ai,1,2
474,nonwinner07.ai,1,2
243,nonwinner05.ai,1,3
2,nonwinner02.ai,1,3
652,winner04.ai,1,3
506,nonwinner06.ai,1,3
53,nonwinner05.ai,1,3
594,nonwinner07.ai,1,3
644,winner04.ai,1,3
397,nonwinner03.ai,1,3
92,nonwinner02.ai,1,3
353,nonwinner05.ai,1,3
595,nonwinner04.ai,1,4
434,nonwinner07.ai,1,4
71,nonwinner08.ai,1,4
336,nonwinner06.ai,1,4
590,nonwinner01.ai,1,4
199,nonwinner09.ai,1,4
572,nonwinner02.ai,1,4
621,winner02.ai,1,4
305,nonwinner04.ai,1,4
114,nonwinner07.ai,1,4
45,nonwinner04.ai,1,5
217,nonwinner03.ai,1,5
558,nonwinner10.ai,1,5
529,nonwinner09.ai,1,5
246,nonwinner06.ai,1,5
580,nonwinner01.ai,1,5
433,nonwinner05.ai,1,5
592,nonwinner02.ai,1,5
648,winner04.ai,1,5
356,nonwinner06.ai,1,5
571,nonwinner08.ai,1,6
232,nonwinner02.ai,1,6
72,nonwinner02.ai,1,6
281,nonwinner08.ai,1,6
267,nonwinner03.ai,1,6
501,nonwinner08.ai,1,6
198,nonwinner10.ai,1,6
182,nonwinner02.ai,1,6
201,nonwinner08.ai,1,6
272,nonwinner02.ai,1,6
652,winner04.ai,1,7
144,nonwinner07.ai,1,7
23,nonwinner05.ai,1,7
78,nonwinner10.ai,1,7
16,nonwinner06.ai,1,7
581,nonwinner08.ai,1,7
428,nonwinner10.ai,1,7
580,nonwinner01.ai,1,7
122,nonwinner02.ai,1,7
98,nonwinner10.ai,1,7
51,nonwinner08.ai,1,8
50,nonwinner01.ai,1,8
192,nonwinner02.ai,1,8
270,nonwinner01.ai,1,8
633,winner03.ai,1,8
234,nonwinner07.ai,1,8
220,nonwinner01.ai,1,8
384,nonwinner07.ai,1,8
228,nonwinner10.ai,1,8
153,nonwinner05.ai,1,8
146,nonwinner06.ai,1,1
111,nonwinner08.ai,1,1
423,nonwinner05.ai,1,1
477,nonwinner03.ai,1,1
420,nonwinner01.ai,1,1
228,nonwinner10.ai,1,1
533,nonwinner05.ai,1,1
538,nonwinner10.ai,1,1
619,winner02.ai,1,1
558,nonwinner10.ai,1,1
517,nonwinner03.ai,1,2
179,nonwinner09.ai,1,2
150,nonwinner01.ai,1,2
120,nonwinner01.ai,1,2
645,winner04.ai,1,2
329,nonwinner09.ai,1,2
542,nonwinner02.ai,1,2
310,nonwinner01.ai,1,2
197,nonwinner03.ai,1,2
457,nonwinner03.ai,1,2
514,nonwinner07.ai,1,3
605,hold05.ai,1,3
205,nonwinner04.ai,1,3
221,nonwinner08.ai,1,3
45,nonwinner04.ai,1,3
414,nonwinner07.ai,1,3
631,winner03.ai,1,3
528,nonwinner10.ai,1,3
163,nonwinner05.ai,1,3
377,nonwinner03.ai,1,3
174,nonwinner07.ai,1,4
374,nonwinner07.ai,1,4
613,hold13.ai,1,4
106,nonwinner06.ai,1,4
364,nonwinner07.ai,1,4
620,winner02.ai,1,4
23,nonwinner05.ai,1,4
322,nonwinner02.ai,1,4
112,nonwinner02.ai,1,4
473,nonwinner05.ai,1,4
461,nonwinner08.ai,1,5
323,nonwinner05.ai,1,5
390,nonwinner01.ai,1,5
84,nonwinner07.ai,1,5
141,nonwinner08.ai,1,5
143,nonwinner05.ai,1,5
430,nonwinner01.ai,1,5
451,nonwinner08.ai,1,5
381,nonwinner08.ai,1,5
468,nonwinner10.ai,1,5
283,nonwinner05.ai,1,6
165,nonwinner04.ai,1,6
159,nonwinner09.ai,1,6
132,nonwinner02.ai,1,6
564,nonwinner07.ai,1,6
46,nonwinner06.ai,1,6
637,winner04.ai,1,6
468,nonwinner10.ai,1,6
48,nonwinner10.ai,1,6
331,nonwinner08.ai,1,6
271,nonwinner08.ai,1,7
204,nonwinner07.ai,1,7
147,nonwinner03.ai,1,7
473,nonwinner05.ai,1,7
129,nonwinner09.ai,1,7
434,nonwinner07.ai,1,7
249,nonwinner09.ai,1,7
363,nonwinner05.ai,1,7
621,winner02.ai,1,7
189,nonwinner09.ai,1,7
89,nonwinner09.ai,1,8
502,nonwinner02.ai,1,8
566,nonwinner06.ai,1,8
567,nonwinner03.ai,1,8
410,nonwinner01.ai,1,8
440,nonwinner01.ai,1,8
468,nonwinner10.ai,1,8
652,winner04.ai,1,8
386,nonwinner06.ai,1,8
226,nonwinner06.ai,1,8
428,nonwinner10.ai,1,1
224,nonwinner07.ai,1,1
89,nonwinner09.ai,1,1
121,nonwinner08.ai,1,1
408,nonwinner10.ai,1,1
341,nonwinner08.ai,1,1
513,nonwinner05.ai,1,1
191,nonwinner08.ai,1,1
414,nonwinner07.ai,1,1
434,nonwinner07.ai,1,1
455,nonwinner04.ai,1,2
129,nonwinner09.ai,1,2
595,nonwinner04.ai,1,2
22,nonwinner02.ai,1,2
470,nonwinner01.ai,1,2
246,nonwinner06.ai,1,2
514,nonwinner07.ai,1,2
374,nonwinner07.ai,1,2
463,nonwinner05.ai,1,2
48,nonwinner10.ai,1,2
300,nonwinner01.ai,1,3
428,nonwinner10.ai,1,3
80,nonwinner01.ai,1,3
36,nonwinner06.ai,1,3
610,hold10.ai,1,3
623,winner02.ai,1,3
585,nonwinner04.ai,1,3
493,nonwinner05.ai,1,3
557,nonwinner03.ai,1,3
184,nonwinner07.ai,1,3
107,nonwinner03.ai,1,4
178,nonwinner10.ai,1,4
7,nonwinner03.ai,1,4
191,nonwinner08.ai,1,4
484,nonwinner07.ai,1,4
27,nonwinner03.ai,1,4
652,winner04.ai,1,4
247,nonwinner03.ai,1,4
472,nonwinner02.ai,1,4
18,nonwinner10.ai,1,4
91,nonwinner08.ai,1,5
184,nonwinner07.ai,1,5
58,nonwinner10.ai,1,5
301,nonwinner08.ai,1,5
576,nonwinner06.ai,1,5
328,nonwinner10.ai,1,5
157,nonwinner03.ai,1,5
320,nonwinner01.ai,1,5
513,nonwinner05.ai,1,5
236,nonwinner06.ai,1,5
407,nonwinner03.ai,1,6
96,nonwinner06.ai,1,6
185,nonwinner04.ai,1,6
372,nonwinner02.ai,1,6
638,winner04.ai,1,6
199,nonwinner09.ai,1,6
7,nonwinner03.ai,1,6
257,nonwinner03.ai,1,6
164,nonwinner07.ai,1,6
652,winner04.ai,1,6
554,nonwinner07.ai,1,7
635,winner03.ai,1,7
341,nonwinner08.ai,1,7
7,nonwinner03.ai,1,7
329,nonwinner09.ai,1,7
539,nonwinner09.ai,1,7
462,nonwinner02.ai,1,7
2,nonwinner02.ai,1,7
173,nonwinner05.ai,1,7
61,nonwinner08.ai,1,7
494,nonwinner07.ai,1,8
303,nonwinner05.ai,1,8
405,nonwinner04.ai,1,8
559,nonwinner09.ai,1,8
218,nonwinner10.ai,1,8
78,nonwinner10.ai,1,8
444,nonwinner07.ai,1,8
197,nonwinner03.ai,1,8
580,nonwinner01.ai,1,8
537,nonwinner03.ai,1,8
473,nonwinner05.ai,1,1
487,nonwinner03.ai,1,1
94,nonwinner07.ai,1,1
418,nonwinner10.ai,1,1
158,nonwinner10.ai,1,1
650,winner04.ai,1,1
201,nonwinner08.ai,1,1
591,nonwinner08.ai,1,1
64,nonwinner07.ai,1,1
302,nonwinner02.ai,1,1
650,winner04.ai,1,2
265,nonwinner04.ai,1,2
216,nonwinner06.ai,1,2
436,nonwinner06.ai,1,2
10,nonwinner01.ai,1,2
369,nonwinner09.ai,1,2
588,nonwinner10.ai,1,2
446,nonwinner06.ai,1,2
451,nonwinner08.ai,1,2
443,nonwinner05.ai,1,2
524,nonwinner07.ai,1,3
52,nonwinner02.ai,1,3
595,nonwinner04.ai,1,3
56,nonwinner06.ai,1,3
441,nonwinner08.ai,1,3
418,nonwinner10.ai,1,3
424,nonwinner07.ai,1,3
141,nonwinner08.ai,1,3
556,nonwinner06.ai,1,3
263,nonwinner05.ai,1,3
222,nonwinner02.ai,1,4
277,nonwinner03.ai,1,4
637,winner04.ai,1,4
486,nonwinner06.ai,1,4
59,nonwinner09.ai,1,4
42,nonwinner02.ai,1,4
119,nonwinner09.ai,1,4
658,winner04.ai,1,4
559,nonwinner09.ai,1,4
626,winner03.ai,1,4
153,nonwinner05.ai,1,5
335,nonwinner04.ai,1,5
164,nonwinner07.ai,1,5
429,nonwinner09.ai,1,5
155,nonwinner04.ai,1,5
97,nonwinner03.ai,1,5
376,nonwinner06.ai,1,5
521,nonwinner08.ai,1,5
422,nonwinner02.ai,1,5
138,nonwinner10.ai,1,5
605,hold05.ai,1,6
365,nonwinner04.ai,1,6
277,nonwinner03.ai,1,6
347,nonwinner03.ai,1,6
606,hold06.ai,1,6
264,nonwinner07.ai,1,6
181,nonwinner08.ai,1,6
317,nonwinner03.ai,1,6
87,nonwinner03.ai,1,6
500,nonwinner01.ai,1,6
412,nonwinner02.ai,1,7
203,nonwinner05.ai,1,7
572,nonwinner02.ai,1,7
256,nonwinner06.ai,1,7
456,nonwinner06.ai,1,7
372,nonwinner02.ai,1,7
550,nonwinner01.ai,1,7
634,winner03.ai,1,7
548,nonwinner10.ai,1,7
235,nonwinner04.ai,1,7
224,nonwinner07.ai,1,8
161,nonwinner08.ai,1,8
85,nonwinner04.ai,1,8
115,nonwinner04.ai,1,8
475,nonwinner04.ai,1,8
91,nonwinner08.ai,1,8
599,nonwinner09.ai,1,8
498,nonwinner10.ai,1,8
21,nonwinner08.ai,1,8
55,nonwinner04.ai,1,8
544,nonwinner07.ai,1,1
237,nonwinner03.ai,1,1
500,nonwinner01.ai,1,1
461,nonwinner08.ai,1,1
46,nonwinner06.ai,1,1
276,nonwinner06.ai,1,1
227,nonwinner03.ai,1,1
378,nonwinner10.ai,1,1
135,nonwinner04.ai,1,1
77,nonwinner03.ai,1,1
647,winner04.ai,1,2
478,nonwinner10.ai,1,2
530,nonwinner01.ai,1,2
309,nonwinner09.ai,1,2
391,nonwinner08.ai,1,2
206,nonwinner06.ai,1,2
605,hold05.ai,1,2
336,nonwinner06.ai,1,2
456,nonwinner06.ai,1,2
133,nonwinner05.ai,1,2
547,nonwinner03.ai,1,3
165,nonwinner04.ai,1,3
209,nonwinner09.ai,1,3
140,nonwinner01.ai,1,3
326,nonwinner06.ai,1,3
620,winner02.ai,1,3
344,nonwinner07.ai,1,3
280,nonwinner01.ai,1,3
179,nonwinner09.ai,1,3
583,nonwinner05.ai,1,3
388,nonwinner10.ai,1,4
560,nonwinner01.ai,1,4
631,winner03.ai,1,4
98,nonwinner10.ai,1,4
646,winner04.ai,1,4
183,nonwinner05.ai,1,4
397,nonwinner03.ai,1,4
89,nonwinner09.ai,1,4
290,nonwinner01.ai,1,4
428,nonwinner10.ai,1,4
200,nonwinner01.ai,1,5
169,nonwinner09.ai,1,5
26,nonwinner06.ai,1,5
405,nonwinner04.ai,1,5
210,nonwinner01.ai,1,5
197,nonwinner03.ai,1,5
49,nonwinner09.ai,1,5
445,nonwinner04.ai,1,5
294,nonwinner07.ai,1,5
5,nonwinner04.ai,1,5
177,nonwinner03.ai,1,6
398,nonwinner10.ai,1,6
349,nonwinner09.ai,1,6
206,nonwinner06.ai,1,6
589,nonwinner09.ai,1,6
160,nonwinner01.ai,1,6
280,nonwinner01.ai,1,6
151,nonwinner08.ai,1,6
332,nonwinner02.ai,1,6
220,nonwinner01.ai,1,6
413,nonwinner05.ai,1,7
155,nonwinner04.ai,1,7
573,nonwinner05.ai,1,7
107,nonwinner03.ai,1,7
483,nonwinner05.ai,1,7
546,nonwinner06.ai,1,7
430,nonwinner01.ai,1,7
55,nonwinner04.ai,1,7
69,nonwinner09.ai,1,7
540,nonwinner01.ai,1,7
213,nonwinner05.ai,1,8
207,nonwinner03.ai,1,8
261,nonwinner08.ai,1,8
322,nonwinner02.ai,1,8
352,nonwinner02.ai,1,8
578,nonwinner10.ai,1,8
212,nonwinner02.ai,1,8
199,nonwinner09.ai,1,8
211,nonwinner08.ai,1,8
426,nonwinner06.ai,1,8
564,nonwinner07.ai,1,1
264,nonwinner07.ai,1,1
394,nonwinner07.ai,1,1
104,nonwinner07.ai,1,1
346,nonwinner06.ai,1,1
638,winner04.ai,1,1
278,nonwinner10.ai,1,1
488,nonwinner10.ai,1,1
594,nonwinner07.ai,1,1
190,nonwinner01.ai,1,1
430,nonwinner01.ai,1,2
657,winner04.ai,1,2
77,nonwinner03.ai,1,2
425,nonwinner04.ai,1,2
475,nonwinner04.ai,1,2
74,nonwinner07.ai,1,2
627,winner03.ai,1,2
376,nonwinner06.ai,1,2
524,nonwinner07.ai,1,2
106,nonwinner06.ai,1,2
501,nonwinner08.ai,1,3
613,hold13.ai,1,3
643,winner04.ai,1,3
471,nonwinner08.ai,1,3
496,nonwinner06.ai,1,3
121,nonwinner08.ai,1,3
157,nonwinner03.ai,1,3
485,nonwinner04.ai,1,3
382,nonwinner02.ai,1,3
411,nonwinner08.ai,1,3
6,nonwinner06.ai,1,4
492,nonwinner02.ai,1,4
425,nonwinner04.ai,1,4
650,winner04.ai,1,4
99,nonwinner09.ai,1,4
517,nonwinner03.ai,1,4
321,nonwinner08.ai,1,4
32,nonwinner02.ai,1,4
414,nonwinner07.ai,1,4
179,nonwinner09.ai,1,4
531,nonwinner08.ai,1,5
639,winner04.ai,1,5
167,nonwinner03.ai,1,5
73,nonwinner05.ai,1,5
610,hold10.ai,1,5
344,nonwinner07.ai,1,5
291,nonwinner08.ai,1,5
653,winner04.ai,1,5
297,nonwinner03.ai,1,5
312,nonwinner02.ai,1,5
466,nonwinner06.ai,1,6
325,nonwinner04.ai,1,6
289,nonwinner09.ai,1,6
73,nonwinner05.ai,1,6
99,nonwinner09.ai,1,6
84,nonwinner07.ai,1,6
155,nonwinner04.ai,1,6
110,nonwinner01.ai,1,6
204,nonwinner07.ai,1,6
635,winner03.ai,1,6
603,hold03.ai,1,7
349,nonwinner09.ai,1,7
18,nonwinner10.ai,1,7
561,nonwinner08.ai,1,7
95,nonwinner04.ai,1,7
527,nonwinner03.ai,1,7
209,nonwinner09.ai,1,7
485,nonwinner04.ai,1,7
152,nonwinner02.ai,1,7
314,nonwinner07.ai,1,7
167,nonwinner03.ai,1,8
368,nonwinner10.ai,1,8
644,winner04.ai,1,8
122,nonwinner02.ai,1,8
195,nonwinner04.ai,1,8
408,nonwinner10.ai,1,8
168,nonwinner10.ai,1,8
595,nonwinner04.ai,1,8
545,nonwinner04.ai,1,8
564,nonwinner07.ai,1,8
76,nonwinner06.ai,1,1
470,nonwinner01.ai,1,1
433,nonwinner05.ai,1,1
617,winner02.ai,1,1
69,nonwinner09.ai,1,1
235,nonwinner04.ai,1,1
571,nonwinner08.ai,1,1
298,nonwinner10.ai,1,1
404,nonwinner07.ai,1,1
325,nonwinner04.ai,1,1
172,nonwinner02.ai,1,2
625,winner03.ai,1,2
186,nonwinner06.ai,1,2
447,nonwinner03.ai,1,2
192,nonwinner02.ai,1,2
161,nonwinner08.ai,1,2
437,nonwinner03.ai,1,2
516,nonwinner06.ai,1,2
465,nonwinner04.ai,1,2
491,nonwinner08.ai,1,2
515,nonwinner04.ai,1,3
341,nonwinner08.ai,1,3
391,nonwinner08.ai,1,3
99,nonwinner09.ai,1,3
231,nonwinner08.ai,1,3
359,nonwinner09.ai,1,3
503,nonwinner05.ai,1,3
601,hold01.ai,1,3
462,nonwinner02.ai,1,3
655,winner04.ai,1,3
41,nonwinner08.ai,1,4
566,nonwinner06.ai,1,4
253,nonwinner05.ai,1,4
443,nonwinner05.ai,1,4
599,nonwinner09.ai,1,4
109,nonwinner09.ai,1,4
265,nonwinner04.ai,1,4
159,nonwinner09.ai,1,4
457,nonwinner03.ai,1,4
289,nonwinner09.ai,1,4
597,nonwinner03.ai,1,5
389,nonwinner09.ai,1,5
611,hold11.ai,1,5
560,nonwinner01.ai,1,5
453,nonwinner05.ai,1,5
231,nonwinner08.ai,1,5
37,nonwinner03.ai,1,5
327,nonwinner03.ai,1,5
15,nonwinner04.ai,1,5
618,winner02.ai,1,5
392,nonwinner02.ai,1,6
379,nonwinner09.ai,1,6
457,nonwinner03.ai,1,6
359,nonwinner09.ai,1,6
102,nonwinner02.ai,1,6
158,nonwinner10.ai,1,6
547,nonwinner03.ai,1,6
432,nonwinner02.ai,1,6
292,nonwinner02.ai,1,6
116,nonwinner06.ai,1,6
252,nonwinner02.ai,1,7
184,nonwinner07.ai,1,7
389,nonwinner09.ai,1,7
284,nonwinner07.ai,1,7
586,nonwinner06.ai,1,7
180,nonwinner01.ai,1,7
35,nonwinner04.ai,1,7
211,nonwinner08.ai,1,7
233,nonwinner05.ai,1,7
157,nonwinner03.ai,1,7
204,nonwinner07.ai,1,8
298,nonwinner10.ai,1,8
373,nonwinner05.ai,1,8
165,nonwinner04.ai,1,8
442,nonwinner02.ai,1,8
328,nonwinner10.ai,1,8
150,nonwinner01.ai,1,8
154,nonwinner07.ai,1,8
629,winner03.ai,1,8
383,nonwinner05.ai,1,8
633,winner03.ai,1,1
65,nonwinner04.ai,1,1
34,nonwinner07.ai,1,1
400,nonwinner01.ai,1,1
28,nonwinner10.ai,1,1
327,nonwinner03.ai,1,1
137,nonwinner03.ai,1,1
330,nonwinner01.ai,1,1
20,nonwinner01.ai,1,1
525,nonwinner04.ai,1,1
100,nonwinner01.ai,1,2
86,nonwinner06.ai,1,2
472,nonwinner02.ai,1,2
303,nonwinner05.ai,1,2
570,nonwinner01.ai,1,2
99,nonwinner09.ai,1,2
190,nonwinner01.ai,1,2
461,nonwinner08.ai,1,2
277,nonwinner03.ai,1,2
91,nonwinner08.ai,1,2
114,nonwinner07.ai,1,3
10,nonwinner01.ai,1,3
569,nonwinner09.ai,1,3
111,nonwinner08.ai,1,3
178,nonwinner10.ai,1,3
533,nonwinner05.ai,1,3
200,nonwinner01.ai,1,3
190,nonwinner01.ai,1,3
309,nonwinner09.ai,1,3
301,nonwinner08.ai,1,3
358,nonwinner10.ai,1,4
580,nonwinner01.ai,1,4
232,nonwinner02.ai,1,4
410,nonwinner01.ai,1,4
116,nonwinner06.ai,1,4
448,nonwinner10.ai,1,4
436,nonwinner06.ai,1,4
377,nonwinner03.ai,1,4
363,nonwinner05.ai,1,4
639,winner04.ai,1,4
379,nonwinner09.ai,1,5
569,nonwinner09.ai,1,5
615,hold15.ai,1,5
267,nonwinner03.ai,1,5
646,winner04.ai,1,5
630,winner03.ai,1,5
215,nonwinner04.ai,1,5
158,nonwinner10.ai,1,5
499,nonwinner09.ai,1,5
623,winner02.ai,1,5
316,nonwinner06.ai,1,6
55,nonwinner04.ai,1,6
499,nonwinner09.ai,1,6
550,nonwinner01.ai,1,6
352,nonwinner02.ai,1,6
465,nonwinner04.ai,1,6
471,nonwinner08.ai,1,6
600,nonwinner01.ai,1,6
390,nonwinner01.ai,1,6
66,nonwinner06.ai,1,6
316,nonwinner06.ai,1,7
534,nonwinner07.ai,1,7
411,nonwinner08.ai,1,7
528,nonwinner10.ai,1,7
198,nonwinner10.ai,1,7
114,nonwinner07.ai,1,7
346,nonwinner06.ai,1,7
212,nonwinner02.ai,1,7
629,winner03.ai,1,7
325,nonwinner04.ai,1,7
533,nonwinner05.ai,1,8
221,nonwinner08.ai,1,8
397,nonwinner03.ai,1,8
274,nonwinner07.ai,1,8
81,nonwinner08.ai,1,8
645,winner04.ai,1,8
83,nonwinner05.ai,1,8
119,nonwinner09.ai,1,8
613,hold13.ai,1,8
307,nonwinner03.ai,1,8
519,nonwinner09.ai,1,1
256,nonwinner06.ai,1,1
586,nonwinner06.ai,1,1
310,nonwinner01.ai,1,1
536,nonwinner06.ai,1,1
230,nonwinner01.ai,1,1
294,nonwinner07.ai,1,1
324,nonwinner07.ai,1,1
299,nonwinner09.ai,1,1
595,nonwinner04.ai,1,1
394,nonwinner07.ai,1,2
616,winner01.ai,1,2
114,nonwinner07.ai,1,2
47,nonwinner03.ai,1,2
