TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD
86,6089,01,09,20,21,33,44,55,52,75,63,,,,,,base02.ai,3,
87,5998,07,13,20,18,43,34,58,53,70,62,,,,,,base02.ai,3,
88,4096,08,12,21,28,39,45,60,47,70,61,,,,,,base02.ai,3,
89,8916,11,03,19,25,42,39,48,55,73,71,,,,,,base02.ai,3,
90,8916,13,10,30,17,34,41,56,58,70,65,,,,,,base02.ai,3,
91,7577,02,06,27,29,36,43,56,53,64,63,,,,,,base02.ai,3,
92,7577,12,03,22,19,42,33,58,59,70,65,,,,,,base02.ai,3,
93,3583,11,13,29,21,32,35,56,46,73,75,,,,,,base02.ai,3,
94,6535,14,11,19,20,33,35,54,59,72,74,,,,,,base02.ai,3,
95,5468,10,11,16,17,33,32,50,52,75,74,,,,,,base02.ai,3,
96,2810,02,05,28,29,42,43,54,48,69,68,,,,,,base02.ai,3,
97,6553,01,14,27,24,31,36,50,48,61,70,,,,,,base02.ai,3,
98,8712,02,08,18,25,42,31,55,47,65,64,,,,,,base02.ai,3,
99,2701,04,01,26,29,40,43,46,47,72,70,,,,,,base02.ai,3,
100,8732,04,06,28,23,31,34,47,60,70,69,,,,,,base02.ai,3,
101,662,12,02,23,19,37,40,46,53,73,67,,,,,,base02.ai,3,
102,921,07,02,17,30,43,36,51,46,63,75,,,,,,base02.ai,3,
103,921,05,12,25,18,44,34,49,53,74,69,,,,,,base02.ai,3,
104,7522,09,14,17,23,41,37,53,56,65,73,,,,,,base02.ai,3,
105,8472,12,05,22,27,37,35,55,46,69,71,,,,,,base02.ai,3,
106,7812,03,08,27,16,45,39,53,54,68,72,,,,,,base02.ai,3,
107,7812,04,05,20,24,31,40,57,47,63,61,,,,,,base02.ai,3,
108,2644,12,07,27,28,37,42,55,59,63,62,,,,,,base02.ai,3,
109,2644,05,11,16,30,45,41,47,60,71,74,,,,,,base02.ai,3,
110,7364,13,12,20,24,34,39,51,49,62,66,,,,,,base02.ai,3,
111,7735,03,11,16,28,40,38,53,48,72,65,,,,,,base02.ai,3,
112,6729,03,08,25,19,32,38,53,56,61,67,,,,,,base02.ai,3,
113,3989,06,09,28,29,40,33,60,58,68,70,,,,,,base02.ai,3,
114,3848,08,05,22,27,37,40,56,49,73,64,,,,,,base02.ai,3,
115,363,11,15,18,21,36,40,59,51,73,67,,,,,,base02.ai,3,
116,4528,13,04,18,24,40,32,59,50,75,64,,,,,,base02.ai,3,
117,4528,14,09,22,19,41,31,48,53,61,69,,,,,,base02.ai,3,
118,3980,14,07,19,24,38,44,51,59,74,67,,,,,,base02.ai,3,
119,8327,09,01,16,20,34,32,56,49,73,68,,,,,,base02.ai,3,
120,1874,04,11,26,19,39,36,50,57,61,68,,,,,,base02.ai,3,
121,1196,11,06,22,25,34,35,55,46,69,65,,,,,,base02.ai,3,
122,1196,05,02,18,17,32,45,48,57,64,62,,,,,,base02.ai,3,
123,8324,13,10,17,21,44,36,46,60,71,75,,,,,,base02.ai,3,
124,2350,15,01,27,17,40,36,57,46,61,75,,,,,,base02.ai,3,
125,48,12,08,20,30,38,45,58,49,69,64,,,,,,base02.ai,3,
126,48,09,03,19,27,35,31,57,46,61,74,,,,,,base02.ai,3,
127,7173,14,06,18,24,34,40,58,56,62,64,,,,,,base02.ai,3,
128,7173,11,04,29,17,38,39,59,52,70,72,,,,,,base02.ai,3,
129,3944,14,01,22,16,44,37,59,57,61,72,,,,,,base02.ai,3,
130,4667,08,14,25,27,39,33,55,49,71,75,,,,,,base02.ai,3,
131,4970,13,08,21,24,44,37,52,53,66,70,,,,,,base02.ai,3,
132,6216,03,02,28,19,43,34,60,48,65,70,,,,,,base02.ai,3,
133,2109,02,15,18,26,35,31,56,54,74,68,,,,,,base02.ai,3,
134,7517,10,14,26,21,41,37,55,59,61,64,,,,,,base02.ai,3,
135,5517,05,11,26,23,40,32,54,58,65,68,,,,,,base02.ai,3,
136,5517,15,13,20,17,34,39,46,59,72,74,,,,,,base02.ai,3,
137,7967,11,01,23,25,35,44,51,46,74,63,,,,,,base02.ai,3,
138,7967,08,04,26,17,41,31,53,48,72,75,,,,,,base02.ai,3,
139,2937,13,05,30,23,38,43,56,49,70,68,,,,,,base02.ai,3,
140,3010,01,05,25,30,34,35,50,46,75,70,,,,,,base02.ai,3,
