TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD
86,7893,08,14,30,23,42,33,47,58,65,74,,,,,,base02.ai,2,
87,3062,04,06,29,27,39,34,51,57,74,75,,,,,,base02.ai,2,
88,1287,14,01,17,20,32,45,55,48,75,65,,,,,,base02.ai,2,
89,366,06,07,30,21,36,38,47,50,74,75,,,,,,base02.ai,2,
90,4382,15,14,24,21,43,32,55,47,62,68,,,,,,base02.ai,2,
91,4382,02,08,25,17,45,41,54,59,72,61,,,,,,base02.ai,2,
92,4109,01,08,16,27,32,40,59,55,75,68,,,,,,base02.ai,2,
93,5615,13,06,30,22,44,31,54,52,72,67,,,,,,base02.ai,2,
94,1170,01,11,18,16,41,39,52,57,65,75,,,,,,base02.ai,2,
95,8163,01,14,25,28,36,44,56,60,73,67,,,,,,base02.ai,2,
96,7862,02,12,27,23,43,37,56,55,68,62,,,,,,base02.ai,2,
97,1863,12,13,19,16,32,45,50,53,63,72,,,,,,base02.ai,2,
98,1863,10,08,18,23,33,35,58,51,68,73,,,,,,base02.ai,2,
99,7085,06,01,25,18,41,42,46,55,62,65,,,,,,base02.ai,2,
100,7085,11,04,17,19,37,35,60,54,63,61,,,,,,base02.ai,2,
101,4744,03,04,23,27,31,43,52,46,75,67,,,,,,base02.ai,2,
102,670,02,01,28,20,37,32,47,53,71,72,,,,,,base02.ai,2,
103,5319,10,07,18,27,35,43,49,53,62,66,,,,,,base02.ai,2,
104,1552,15,05,22,25,31,32,60,58,61,67,,,,,,base02.ai,2,
105,1929,14,13,29,27,36,37,58,51,62,66,,,,,,base02.ai,2,
106,8255,12,11,27,18,39,35,54,60,67,69,,,,,,base02.ai,2,
107,4560,09,02,28,18,31,32,53,47,62,69,,,,,,base02.ai,2,
108,4560,03,10,24,27,43,34,56,50,63,72,,,,,,base02.ai,2,
109,3619,02,04,16,19,33,45,60,49,68,63,,,,,,base02.ai,2,
110,2872,03,07,20,22,35,37,52,54,69,61,,,,,,base02.ai,2,
111,2266,11,06,24,17,45,35,60,53,73,64,,,,,,base02.ai,2,
112,2908,09,13,22,25,43,36,52,51,75,69,,,,,,base02.ai,2,
113,3248,12,08,26,18,38,44,52,46,62,71,,,,,,base02.ai,2,
114,7009,11,13,20,17,42,31,60,50,69,63,,,,,,base02.ai,2,
115,8452,13,15,30,18,32,39,56,60,71,69,,,,,,base02.ai,2,
116,119,08,15,30,21,35,41,49,51,66,70,,,,,,base02.ai,2,
117,6453,03,02,17,29,34,41,47,53,73,61,,,,,,base02.ai,2,
118,3003,01,12,24,30,38,36,46,54,64,72,,,,,,base02.ai,2,
119,3003,09,15,27,19,37,42,57,60,69,75,,,,,,base02.ai,2,
120,2974,04,12,28,21,37,42,48,57,73,70,,,,,,base02.ai,2,
121,2974,13,11,17,24,33,32,52,55,64,74,,,,,,base02.ai,2,
122,4736,12,11,17,26,42,40,59,54,72,70,,,,,,base02.ai,2,
123,3911,04,11,23,30,38,40,51,59,73,70,,,,,,base02.ai,2,
124,7079,13,03,30,19,36,31,46,57,73,63,,,,,,base02.ai,2,
125,5018,04,13,16,30,32,31,50,48,73,67,,,,,,base02.ai,2,
126,7628,03,12,23,22,39,36,49,53,69,70,,,,,,base02.ai,2,
127,8980,15,07,16,21,33,39,53,58,70,71,,,,,,base02.ai,2,
128,8980,13,09,22,28,41,44,56,55,65,64,,,,,,base02.ai,2,
129,2658,09,10,25,24,31,32,51,47,71,68,,,,,,base02.ai,2,
130,2658,05,02,19,20,34,40,48,54,70,72,,,,,,base02.ai,2,
131,7925,14,13,17,20,42,44,56,46,62,69,,,,,,base02.ai,2,
132,1796,10,09,18,22,33,32,47,49,73,70,,,,,,base02.ai,2,
133,4913,14,15,29,26,41,38,49,51,73,67,,,,,,base02.ai,2,
134,4913,07,13,30,25,44,35,60,46,62,71,,,,,,base02.ai,2,
135,4337,08,11,22,29,41,36,53,56,70,71,,,,,,base02.ai,2,
136,4234,01,06,16,24,45,43,59,50,75,66,,,,,,base02.ai,2,
137,1886,14,10,23,24,45,32,60,49,67,69,,,,,,base02.ai,2,
138,1886,15,12,28,17,44,33,50,59,64,72,,,,,,base02.ai,2,
139,3186,10,09,17,23,39,34,57,52,74,71,,,,,,base02.ai,2,
140,6226,12,03,27,18,37,32,58,52,75,68,,,,,,base02.ai,2,
