TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD
86,2381,02,12,22,23,32,44,49,54,69,62,,,,,,base02.ai,1,
87,2038,03,12,28,29,39,38,53,59,67,74,,,,,,base02.ai,1,
88,8271,10,04,17,20,33,43,54,58,65,66,,,,,,base02.ai,1,
89,7266,06,03,25,19,37,43,48,57,72,73,,,,,,base02.ai,1,
90,7266,07,10,23,24,35,32,55,52,65,70,,,,,,base02.ai,1,
91,7169,01,12,16,21,34,44,51,55,68,66,,,,,,base02.ai,1,
92,7169,04,11,26,29,33,45,60,50,72,74,,,,,,base02.ai,1,
93,5178,02,03,25,16,33,41,47,50,67,68,,,,,,base02.ai,1,
94,5178,10,01,18,30,40,31,48,49,72,61,,,,,,base02.ai,1,
95,8079,06,14,29,18,37,41,57,54,68,72,,,,,,base02.ai,1,
96,8079,10,12,22,26,34,45,56,60,67,63,,,,,,base02.ai,1,
97,7053,07,03,21,29,39,31,52,48,64,73,,,,,,base02.ai,1,
98,7053,12,15,24,16,41,36,57,47,69,75,,,,,,base02.ai,1,
99,8382,11,15,21,16,37,44,46,48,62,73,,,,,,base02.ai,1,
100,6192,04,14,29,28,31,35,56,50,65,68,,,,,,base02.ai,1,
101,6192,01,02,25,23,33,44,46,52,75,73,,,,,,base02.ai,1,
102,3028,13,06,28,24,38,45,48,54,73,69,,,,,,base02.ai,1,
103,1730,03,10,26,18,44,43,58,54,74,63,,,,,,base02.ai,1,
104,8753,08,14,24,22,31,42,49,53,74,68,,,,,,base02.ai,1,
105,5111,10,11,17,28,44,32,56,51,69,74,,,,,,base02.ai,1,
106,5036,02,01,17,22,33,39,53,51,61,72,,,,,,base02.ai,1,
107,452,07,02,25,18,44,35,58,47,70,66,,,,,,base02.ai,1,
108,2943,12,01,27,23,38,37,53,49,71,63,,,,,,base02.ai,1,
109,5190,07,09,25,27,39,43,53,47,73,75,,,,,,base02.ai,1,
110,5921,01,09,19,21,35,32,52,51,74,63,,,,,,base02.ai,1,
111,8013,07,08,19,23,44,40,58,51,74,73,,,,,,base02.ai,1,
112,7861,08,05,16,27,42,43,57,50,71,64,,,,,,base02.ai,1,
113,7861,09,11,26,23,31,39,58,59,75,72,,,,,,base02.ai,1,
114,6036,06,09,22,21,41,31,59,60,66,61,,,,,,base02.ai,1,
115,4275,14,04,28,20,33,38,59,53,62,69,,,,,,base02.ai,1,
116,4275,13,06,29,22,45,42,46,54,61,70,,,,,,base02.ai,1,
117,7655,11,01,30,21,43,33,49,58,68,69,,,,,,base02.ai,1,
118,7655,09,06,23,25,37,39,54,52,73,71,,,,,,base02.ai,1,
119,534,13,04,16,26,41,37,59,46,64,63,,,,,,base02.ai,1,
120,534,06,02,18,28,35,33,53,52,67,62,,,,,,base02.ai,1,
121,7129,06,12,18,29,37,41,47,48,74,66,,,,,,base02.ai,1,
122,7129,09,07,28,19,35,44,54,59,64,61,,,,,,base02.ai,1,
123,8791,06,07,21,19,40,45,59,46,72,64,,,,,,base02.ai,1,
124,5905,11,04,25,28,40,42,46,52,70,73,,,,,,base02.ai,1,
125,430,06,13,25,30,36,34,52,46,69,73,,,,,,base02.ai,1,
126,430,03,10,26,21,40,45,58,57,63,67,,,,,,base02.ai,1,
127,7735,10,11,24,28,41,38,50,48,73,65,,,,,,base02.ai,1,
128,7735,03,13,16,18,40,44,53,58,72,71,,,,,,base02.ai,1,
129,3916,15,09,29,17,36,32,56,52,67,74,,,,,,base02.ai,1,
130,769,01,05,29,27,35,43,58,55,70,61,,,,,,base02.ai,1,
131,1156,04,01,24,29,33,35,47,56,71,66,,,,,,base02.ai,1,
132,3464,15,08,18,27,40,32,48,55,74,67,,,,,,base02.ai,1,
133,3464,13,04,16,23,45,44,46,50,70,65,,,,,,base02.ai,1,
134,3359,13,09,22,26,44,32,52,54,73,71,,,,,,base02.ai,1,
135,3359,07,02,17,24,43,42,47,56,67,62,,,,,,base02.ai,1,
136,5580,13,05,16,22,33,39,46,51,65,74,,,,,,base02.ai,1,
137,5408,12,08,25,23,33,34,58,54,72,62,,,,,,base02.ai,1,
138,8635,06,14,24,26,41,31,52,58,66,65,,,,,,base02.ai,1,
139,8635,12,15,20,19,34,40,59,55,71,68,,,,,,base02.ai,1,
140,4090,08,14,26,17,41,43,54,58,70,73,,,,,,base02.ai,1,
